549	570	389	456	623	438	724	522	338	476	495	558	503	4x0430	317	676	4x373	4X0333	4X0095	554	4x523	88A020	95A014	4x0043	529	4X0550	4X0267	4X0357	462	554_2	4X0212	4x0025	4x0519	295	Little_R	537	4X0339	4X0354
-0.02926048774	-0.02296494905	-0.03890318767	-0.02753251544	-0.03761382924	-0.02811073186	0.1283675147	-0.03104307494	-0.02940641361	-0.02900634865	0.3453682108	-0.03057906752	-0.04314745209	0.03098340959	-0.03118669004	-0.03864132394	-0.03329132615	-0.03612832402	-0.02655357101	0.0146111049	0.01665427746	-0.02825637554	-0.02712419825	-0.0279361189	-0.00414662839	-0.02731781364	-0.03184195616	-0.03447980209	0.1618392016	-0.02981757693	-0.03214551504	-0.0271057206	0.01636046	-0.003378308295	-0.02730773432	-0.02929508385	-0.03828847124	0.1676264171
-0.005677270005	-0.01031687925	-0.01478408791	-0.003037173717	-0.01355957751	-0.001366060763	-0.02823938094	-0.00654363921	-3.726029917e-5	-6.131832306e-4	-0.03057906752	0.2774661961	-0.01787599404	-0.01362906211	0.1244823748	-0.01740319862	-0.005724559871	-0.003872750712	0.00291103043	-0.021473863	-0.02397561672	-0.003863803907	-0.0015222409	-0.002762746462	-0.01528012636	0.00192187979	-0.003998253861	-0.008162639908	-0.04387915198	-0.00392802864	-0.006605965076	-0.001280797282	-0.01055532082	-0.01102857962	-0.006535197437	-0.003000714272	-0.01454806721	-0.05112122196
-0.01259836416	-0.02325812036	0.108483919	-0.008558117124	0.0990441552	-0.009951644739	-0.03671248467	-0.01458059987	-0.01079518792	-0.01084228836	-0.04314745209	-0.01787599404	0.2781665368	-0.02746993524	-0.01625458666	0.04864071919	-0.01847993039	-0.01543965169	-0.0116900685	-0.02625944646	0.0964058652	-0.0131012012	-0.01142320866	-0.01011871087	-0.02239219549	-0.01019128258	-0.009536347488	-0.01289922649	-0.05402212548	-0.01231628668	-0.01144223813	-0.01234706144	-0.02396389557	-0.02434524914	-0.01102313864	-0.01297994057	-0.01618873081	-0.05853648388
-0.01571129082	-0.01629422362	-0.02502645699	-0.01348444003	-0.02383900262	-0.01387612977	-0.001857279067	-0.01753874154	-0.01433878586	-0.01490056347	0.03098340959	-0.01362906211	-0.02746993524	0.3062953107	-0.01827950445	-0.0270057871	-0.007254551825	-0.01672663766	-0.008917740525	0.005484431136	0.00244358054	-0.01377318055	-0.01289498922	-0.01360390359	-0.007473142523	-0.01198292065	-0.01838307674	-0.01998656891	0.04940085191	-0.01647552107	-0.01875224472	-0.01430299782	0.003958514207	-0.005645668434	-0.01586592804	-0.01622400671	-0.0258630664	0.08881124999
-0.00727482892	-0.0115831778	-0.01165033821	-0.002392305343	-0.01063186664	-3.755242688e-4	-0.02838798906	-0.007028887635	0.003323470651	0.004128934263	-0.03118669004	0.1244823748	-0.01625458666	-0.01827950445	0.289320811	-0.01713113429	-0.005740112728	-0.01079203456	-0.006091040636	-0.021531117	-0.02518626563	-0.004981655305	-0.003014851494	-0.002115043775	-0.01624845461	-0.004003413023	-0.002414348639	-0.008775222481	-0.04393614354	-0.006223629046	-0.002887454565	0.00208246618	-0.0133183336	-0.01603782502	-0.003816425316	-5.045407155e-4	-0.0126873047	-0.05085600722
-0.01511885284	0.1058556506	0.1164887838	-0.01310784288	2.735508619e-4	-0.01448995451	0.04022950491	-0.01770546648	-0.01574793727	-0.01089265992	-0.03864132394	-0.01740319862	0.04864071919	-0.0270057871	-0.01713113429	0.269700305	-0.01977889567	-0.0170151331	-0.01154054224	-0.009740606461	0.006356521473	-0.01477184205	-0.01507158343	-0.0143321506	-0.0248090874	-0.01184374971	-0.008798674991	-0.01490484117	-0.04709885299	-0.01288078429	-0.01402191934	-0.01290692706	-0.02427842251	-0.02690717653	-0.01487239536	-0.01603278151	-0.01931218027	-0.0493823313
-0.005818793395	-0.01454323851	-0.01573747146	-0.005507334757	-0.01382225467	-0.005543711832	-0.03112277435	-0.004654219693	-0.001558963024	-0.004878238746	-0.03329132615	-0.005724559871	-0.01847993039	-0.007254551825	-0.005740112728	-0.01977889567	0.2751346519	0.07569791241	-0.005004922355	-0.02376854593	-0.02741735672	0.01027760385	-0.004985198887	-0.005235768059	-0.01867227901	-0.00591677235	-0.00847955698	0.02140639414	-0.04343478608	-0.007044399979	-0.007418905783	-0.002715804138	-0.01755548863	-0.01604021424	-0.004937279165	-0.003513375235	0.0649027412	-0.0518222729
-0.005508233919	-0.0170689212	-0.01401332449	-0.008617725766	-0.01581151732	-0.008099456605	-0.02981498276	-0.00866047676	-0.007874503056	-0.007808073504	-0.03612832402	-0.003872750712	-0.01543965169	-0.01672663766	-0.01079203456	-0.0170151331	0.07569791241	0.275997311	0.007511003533	-0.0216786151	-0.02615033462	0.0068712764210000004	-0.006764066272	-0.006808439155	-0.01623161502	0.002219850886	-0.008184651836	0.03516777763	-0.04778747233	-0.005202629013	-0.006014786899	-0.009946184381	-0.01746436536	-0.01601536929	-0.00708444981	-0.007182768924	0.07453374297	-0.05223137968
-0.006051887354	-0.01023980417	-0.009976202842	-0.001422313112	-0.01451681681	-0.003076020186	-0.02092440146	-0.007834736996	-0.004240155688	-0.00178270735	-0.02655357101	0.00291103043	-0.0116900685	-0.008917740525	-0.006091040636	-0.01154054224	-0.005004922355	0.007511003533	0.2969596951	-0.01384073186	-0.02073471323	2.8757023e-4	-0.001664680754	-0.002128531998	-0.007146843909	0.01501078838	-0.002413153545	9.914808237e-4	-0.04296840827	0.001632668396	-0.003306026513	-0.002227578496	-0.005574214605	-0.005468709259	-0.005665826826	-0.004763410291	-0.01075920961	-0.0467792665
-0.02231050289	0.007991419723	-0.02528599265	-0.01619456754	-0.02656355101	-0.01747397468	0.02400699802	-0.02021993543	-0.01889722678	-0.01527387843	0.0146111049	-0.021473863	-0.02625944646	0.005484431136	-0.021531117	-0.009740606461	-0.02376854593	-0.0216786151	-0.01384073186	0.3186014753	-0.007627468433	-0.01941258393	-0.01846459764	-0.0173707838	0.01759739564	-0.01516796621	-0.0151573125	-0.0210474804	0.07058116391	-0.01673417757	-0.01697337116	-0.01860667859	0.001125330263	0.01836166109	-0.01932823767	-0.01999109687	-0.02382695267	0.05186028272
-0.02032236325	-0.02121696553	0.02987598931	-0.01904117583	0.04799464692	-0.01892568095	-0.01307665781	-0.02295369606	-0.01970595071	-0.02139331809	0.01665427746	-0.02397561672	0.0964058652	0.00244358054	-0.02518626563	0.006356521473	-0.02741735672	-0.02615033462	-0.02073471323	-0.007627468433	0.3057306579	-0.0208417994	-0.01742490319	-0.01949570507	-0.01394834015	-0.02017778535	-0.02286190746	-0.02474455324	0.02882292509	-0.02452964113	-0.02373272265	-0.0193767194	-0.003562282575	-0.008233933484	-0.02198492072	-0.02163999786	-0.0297292262	0.04572753754
0.002607806677	-0.01154922964	-0.009636950284	-1.521329912e-4	-0.009067546779	9.148334246e-5	-0.02886476839	8.058122978e-4	-8.650649579e-4	5.073400345e-4	-0.02825637554	-0.003863803907	-0.0131012012	-0.01377318055	-0.004981655305	-0.01477184205	0.01027760385	0.0068712764210000004	2.8757023e-4	-0.01941258393	-0.0208417994	0.2799365635	0.001765744693	5.304091284e-4	-0.01513670635	-0.001402534945	-0.004560276043	0.002126716142	-0.04043846776	-1.414532291e-4	-0.002973033063	-4.371050663e-4	-0.008987304111	-0.01089292772	0.001366380917	-0.001189274664	0.006040290906	-0.04791778026
0.003019491041	-0.01117369589	-0.008728644376	1.512176216e-4	-0.007502638089	0.0016055843430000001	-0.02623340998	0.004999047899	8.924458146e-4	0.001740227297	-0.02712419825	-0.0015222409	-0.01142320866	-0.01289498922	-0.003014851494	-0.01507158343	-0.004985198887	-0.006764066272	-0.001664680754	-0.01846459764	-0.01742490319	0.001765744693	0.2907759615	9.120838884e-4	-0.01621436174	-0.002262354998	-0.003577884336	-0.00355721004	-0.03890917169	-3.80427462e-4	-6.322961407e-5	2.705419612e-4	-0.01083935687	-0.01100839938	0.00391043986	0.003580402516	-0.005889989295	-0.04692789599
-1.192564563e-4	-0.01061770611	-0.008674419899	0.009565315469	-0.007158972493	0.007493337242	-0.0259435176	-0.002927760085	0.002621342647	0.001290206452	-0.0279361189	-0.002762746462	-0.01011871087	-0.01360390359	-0.002115043775	-0.0143321506	-0.005235768059	-0.006808439155	-0.002128531998	-0.0173707838	-0.01949570507	5.304091284e-4	9.120838884e-4	0.2890024552	-0.01332339648	0.001744358674	1.896972766e-4	-0.003622446617	-0.0393701755	-0.002024848906	-0.00327959268	0.002507161398	-0.009972629264	-0.01195316535	-4.023956576e-4	-2.575543139e-4	-0.00760064969	-0.04669997798
-0.01733426126	-0.01924657882	-0.02219480552	-0.01257379685	-0.022575225	-0.01301916795	-0.0132018521	-0.01723508753	-0.01269351755	-0.01270798403	-0.00414662839	-0.01528012636	-0.02239219549	-0.007473142523	-0.01624845461	-0.0248090874	-0.01867227901	-0.01623161502	-0.007146843909	0.01759739564	-0.01394834015	-0.01513670635	-0.01621436174	-0.01332339648	0.3073289119	-0.009100710799	-0.009491558561	-0.01488604968	0.02363741879	-0.01224470299	-0.0125769959	-0.01352579044	-0.003423793873	0.1173189407	-0.01518238421	-0.01596680395	-0.01998307167	0.01430464913
-0.002518773105	-0.01040414341	-0.009040277424	-0.002230920622	-0.01106795778	-1.318788544e-4	-0.02216165949	-0.005630941906	-0.001454644046	-0.002076467106	-0.02731781364	0.00192187979	-0.01019128258	-0.01198292065	-0.004003413023	-0.01184374971	-0.00591677235	0.002219850886	0.01501078838	-0.01516796621	-0.02017778535	-0.001402534945	-0.002262354998	0.001744358674	-0.009100710799	0.292480106	4.619407657e-4	-4.824029909e-4	-0.04325873011	6.870690794e-4	-0.001081590798	-7.773170757e-4	-0.008201178405	-0.0105372371	-0.004290871534	-0.004090288696	-0.007897433951	-0.04782397493
-0.004632909567	-0.008210097482	-0.007300194006	1.31307676e-4	-0.01287775985	-6.024154328e-4	-0.0220281593	-0.005240936367	0.002604786773	7.317849962e-4	-0.03184195616	-0.003998253861	-0.009536347488	-0.01838307674	-0.002414348639	-0.008798674991	-0.00847955698	-0.008184651836	-0.002413153545	-0.0151573125	-0.02286190746	-0.004560276043	-0.003577884336	1.896972766e-4	-0.009491558561	4.619407657e-4	0.2827049576	-0.003781295514	-0.04294985678	-0.00124044885	0.0617353057	-7.171862939e-5	-0.01409569826	-0.01672352064	-0.004259301647	-6.938247417e-4	-0.006341633382	-0.04781105115
-0.004477408564	-0.01364358665	-0.01027973214	-0.004819193521	-0.01381924305	-0.00506094021	-0.02722201778	-0.005588250408	-0.003769340108	-0.004514416428	-0.03447980209	-0.008162639908	-0.01289922649	-0.01998656891	-0.008775222481	-0.01490484117	0.02140639414	0.03516777763	9.914808237e-4	-0.0210474804	-0.02474455324	0.002126716142	-0.00355721004	-0.003622446617	-0.01488604968	-4.824029909e-4	-0.003781295514	0.2779167215	-0.0456172268	-0.001236741068	-0.004027853207	-0.005538301031	-0.01520590183	-0.01605990337	-0.006419080281	-0.006219455336	0.07827246596	-0.05103322487
-0.04038347845	-0.02593808196	-0.05074551659	-0.03927367513	-0.04771763502	-0.03865785835	0.07253816628	-0.03850679667	-0.03981419949	-0.04011271402	0.1618392016	-0.04387915198	-0.05402212548	0.04940085191	-0.04393614354	-0.04709885299	-0.04343478608	-0.04778747233	-0.04296840827	0.07058116391	0.02882292509	-0.04043846776	-0.03890917169	-0.0393701755	0.02363741879	-0.04325873011	-0.04294985678	-0.0456172268	0.4670482279	-0.04303868115	-0.04295405445	-0.03950934852	0.01873348485	0.01745579285	-0.03713972159	-0.03889796413	-0.04848899796	0.2747920597
0.06381217043	-0.01301746293	-0.009449695324	-0.001873026941	-0.01324602651	-0.00154027408	-0.02595926269	-0.001837624371	-0.001063880204	-0.001907973783	-0.02981757693	-0.00392802864	-0.01231628668	-0.01647552107	-0.006223629046	-0.01288078429	-0.007044399979	-0.005202629013	0.001632668396	-0.01673417757	-0.02452964113	-1.414532291e-4	-3.80427462e-4	-0.002024848906	-0.01224470299	6.870690794e-4	-0.00124044885	-0.001236741068	-0.04303868115	0.281738648	3.715418837e-4	-0.001976642333	-0.0126342845	-0.01498418671	0.001508575544	-0.002934627687	-0.004354336414	-0.0475113909
-0.002832489489	-0.01315093401	-0.009568588062	-0.001089046568	-0.009944375539	-0.001316700422	-0.02619633054	0.005671394037	-0.001650867649	-0.001847701183	-0.03214551504	-0.006605965076	-0.01144223813	-0.01875224472	-0.002887454565	-0.01402191934	-0.007418905783	-0.006014786899	-0.003306026513	-0.01697337116	-0.02373272265	-0.002973033063	-6.322961407e-5	-0.00327959268	-0.0125769959	-0.001081590798	0.0617353057	-0.004027853207	-0.04295405445	3.715418837e-4	0.2823532979	4.847922203e-4	-0.01255322693	-0.01615237896	0.00618320197	-7.423479184e-4	-0.003376782944	-0.04612026388
-1.717336127e-4	-0.008109722414	-0.009278144739	0.00141330269	-0.005453978607	0.003939879616	-0.02415283823	-0.002001283815	0.006853927228	0.007281941669	-0.0271057206	-0.001280797282	-0.01234706144	-0.01430299782	0.00208246618	-0.01290692706	-0.002715804138	-0.009946184381	-0.002227578496	-0.01860667859	-0.0193767194	-4.371050663e-4	2.705419612e-4	0.002507161398	-0.01352579044	-7.773170757e-4	-7.171862939e-5	-0.005538301031	-0.03950934852	-0.001976642333	4.847922203e-4	0.2833629883	-0.01071275543	-0.01155947436	-6.226615341e-4	0.003133357328	-0.009218192634	-0.04739688086
-0.01291208427	-0.01104481886	-0.02503983395	-0.009728049149	-0.01949489851	-0.009588501974	0.00372959267	-0.01346770252	-0.01174912166	-0.01042688138	0.01636046	-0.01055532082	-0.02396389557	0.003958514207	-0.0133183336	-0.02427842251	-0.01755548863	-0.01746436536	-0.005574214605	0.001125330263	-0.003562282575	-0.008987304111	-0.01083935687	-0.009972629264	-0.003423793873	-0.008201178405	-0.01409569826	-0.01520590183	0.01873348485	-0.0126342845	-0.01255322693	-0.01071275543	0.3108562453	0.005404302729	-0.01121671536	-0.01381455759	-0.02080987223	0.03202356059
-0.01481496542	-0.01904332368	-0.02393048309	-0.009399669681	-0.02054700018	-0.01063273055	-0.01441207948	-0.01528694518	-0.01398710786	-0.01371991445	-0.003378308295	-0.01102857962	-0.02434524914	-0.005645668434	-0.01603782502	-0.02690717653	-0.01604021424	-0.01601536929	-0.005468709259	0.01836166109	-0.008233933484	-0.01089292772	-0.01100839938	-0.01195316535	0.1173189407	-0.0105372371	-0.01672352064	-0.01605990337	0.01745579285	-0.01498418671	-0.01615237896	-0.01155947436	0.005404302729	0.2998997454	-0.01521797245	-0.01549682157	-0.02199849332	0.003019291059
0.002875910913	-0.01323606672	-0.007287384132	2.842585942e-4	-0.004350672971	-2.623331283e-5	-0.02596497806	0.01809638202	6.624322546e-4	-0.001472586036	-0.02730773432	-0.006535197437	-0.01102313864	-0.01586592804	-0.003816425316	-0.01487239536	-0.004937279165	-0.00708444981	-0.005665826826	-0.01932823767	-0.02198492072	0.001366380917	0.00391043986	-4.023956576e-4	-0.01518238421	-0.004290871534	-0.004259301647	-0.006419080281	-0.03713972159	0.001508575544	0.00618320197	-6.226615341e-4	-0.01121671536	-0.01521797245	0.2933810786	0.004327715276	-0.002611057441	-0.04447475967
-7.059104051e-4	-0.01138002187	-0.009348399564	-6.771745139e-4	0.0232771393	0.001170886191	-0.02618735087	0.003843948674	0.005283205338	0.002573031407	-0.02929508385	-0.003000714272	-0.01297994057	-0.01622400671	-5.045407155e-4	-0.01603278151	-0.003513375235	-0.007182768924	-0.004763410291	-0.01999109687	-0.02163999786	-0.001189274664	0.003580402516	-2.575543139e-4	-0.01596680395	-0.004090288696	-6.938247417e-4	-0.006219455336	-0.03889796413	-0.002934627687	-7.423479184e-4	0.003133357328	-0.01381455759	-0.01549682157	0.004327715276	0.2884333075	-0.006530529447	-0.04536236942
-0.005879168404	-0.02020635536	-0.01207361134	-0.01025100564	-0.01626488309	-0.009102718503	-0.0311355434	-0.003499907768	-0.007057912776	-0.01002886977	-0.03828847124	-0.01454806721	-0.01618873081	-0.0258630664	-0.0126873047	-0.01931218027	0.0649027412	0.07453374297	-0.01075920961	-0.02382695267	-0.0297292262	0.006040290906	-0.005889989295	-0.00760064969	-0.01998307167	-0.007897433951	-0.006341633382	0.07827246596	-0.04848899796	-0.004354336414	-0.003376782944	-0.009218192634	-0.02080987223	-0.02199849332	-0.002611057441	-0.006530529447	0.3104166051	-0.05236162061
-0.04857213033	-0.02826402249	-0.05503096484	-0.0474925072	-0.05507448157	-0.04763614203	0.07482289234	-0.04597830169	-0.04757405652	-0.04817409736	0.1676264171	-0.05112122196	-0.05853648388	0.08881124999	-0.05085600722	-0.0493823313	-0.0518222729	-0.05223137968	-0.0467792665	0.05186028272	0.04572753754	-0.04791778026	-0.04692789599	-0.04669997798	0.01430464913	-0.04782397493	-0.04781105115	-0.05103322487	0.2747920597	-0.0475113909	-0.04612026388	-0.04739688086	0.03202356059	0.003019291059	-0.04447475967	-0.04536236942	-0.05236162061	0.6029789178
