549	570	389	456	623	438	724	522	338	476	495	558	503	4x0430	317	676	4x373	4X0333	4X0095	554	4x523	88A020	95A014	4x0043	529	4X0550	4X0267	4X0357	462	554_2	4X0212	4x0025	4x0519	295	Little_R	537	4X0339	4X0354
0.2907778727	-0.01274750542	-0.01005008193	-1.627790341e-4	-0.008090723334	-5.92775009e-5	-0.02920433911	-2.297922746e-4	-9.260074697e-5	-0.001448707766	-0.02926048774	-0.005677270005	-0.01259836416	-0.01571129082	-0.00727482892	-0.01511885284	-0.005818793395	-0.005508233919	-0.006051887354	-0.02231050289	-0.02032236325	0.002607806677	0.003019491041	-1.192564563e-4	-0.01733426126	-0.002518773105	-0.004632909567	-0.004477408564	-0.04038347845	0.06381217043	-0.002832489489	-1.717336127e-4	-0.01291208427	-0.01481496542	0.002875910913	-7.059104051e-4	-0.005879168404	-0.04857213033
-0.01274750542	0.2798824286	-0.0244094436	-0.008791920371	-0.01971652109	-0.01113311899	0.1094573419	-0.01603175378	-0.01037003958	-0.004264410188	-0.02296494905	-0.01031687925	-0.02325812036	-0.01629422362	-0.0115831778	0.1058556506	-0.01454323851	-0.0170689212	-0.01023980417	0.007991419723	-0.02121696553	-0.01154922964	-0.01117369589	-0.01061770611	-0.01924657882	-0.01040414341	-0.008210097482	-0.01364358665	-0.02593808196	-0.01301746293	-0.01315093401	-0.008109722414	-0.01104481886	-0.01904332368	-0.01323606672	-0.01138002187	-0.02020635536	-0.02826402249
-0.01005008193	-0.0244094436	0.2872162671	-0.008487746378	0.0149391621	-0.009138578946	-0.03425710493	-0.01125079512	-0.008169801874	-0.008255860998	-0.03890318767	-0.01478408791	0.108483919	-0.02502645699	-0.01165033821	0.1164887838	-0.01573747146	-0.01401332449	-0.009976202842	-0.02528599265	0.02987598931	-0.009636950284	-0.008728644376	-0.008674419899	-0.02219480552	-0.009040277424	-0.007300194006	-0.01027973214	-0.05074551659	-0.009449695324	-0.009568588062	-0.009278144739	-0.02503983395	-0.02393048309	-0.007287384132	-0.009348399564	-0.01207361134	-0.05503096484
-1.627790341e-4	-0.008791920371	-0.008487746378	0.2853274287	-0.005813301045	0.008069400789	-0.02567917603	-0.001863958465	0.002505531959	0.001806828152	-0.02753251544	-0.003037173717	-0.008558117124	-0.01348444003	-0.002392305343	-0.01310784288	-0.005507334757	-0.008617725766	-0.001422313112	-0.01619456754	-0.01904117583	-1.521329912e-4	1.512176216e-4	0.009565315469	-0.01257379685	-0.002230920622	1.31307676e-4	-0.004819193521	-0.03927367513	-0.001873026941	-0.001089046568	0.00141330269	-0.009728049149	-0.009399669681	2.842585942e-4	-6.771745139e-4	-0.01025100564	-0.0474925072
-0.008090723334	-0.01971652109	0.0149391621	-0.005813301045	0.2774116573	-0.00637718843	-0.03516143934	0.05772407636	-0.005302137733	-0.007681366227	-0.03761382924	-0.01355957751	0.0990441552	-0.02383900262	-0.01063186664	2.735508619e-4	-0.01382225467	-0.01581151732	-0.01451681681	-0.02656355101	0.04799464692	-0.009067546779	-0.007502638089	-0.007158972493	-0.022575225	-0.01106795778	-0.01287775985	-0.01381924305	-0.04771763502	-0.01324602651	-0.009944375539	-0.005453978607	-0.01949489851	-0.02054700018	-0.004350672971	0.0232771393	-0.01626488309	-0.05507448157
-5.92775009e-5	-0.01113311899	-0.009138578946	0.008069400789	-0.00637718843	0.2845647924	-0.02675449949	3.239049059e-4	0.002218554355	0.002589292049	-0.02811073186	-0.001366060763	-0.009951644739	-0.01387612977	-3.755242688e-4	-0.01448995451	-0.005543711832	-0.008099456605	-0.003076020186	-0.01747397468	-0.01892568095	9.148334246e-5	0.0016055843430000001	0.007493337242	-0.01301916795	-1.318788544e-4	-6.024154328e-4	-0.00506094021	-0.03865785835	-0.00154027408	-0.001316700422	0.003939879616	-0.009588501974	-0.01063273055	-2.623331283e-5	0.001170886191	-0.009102718503	-0.04763614203
-0.02920433911	0.1094573419	-0.03425710493	-0.02567917603	-0.03516143934	-0.02675449949	0.3090302289	-0.02983750732	-0.02705376267	-0.02443469287	0.1283675147	-0.02823938094	-0.03671248467	-0.001857279067	-0.02838798906	0.04022950491	-0.03112277435	-0.02981498276	-0.02092440146	0.02400699802	-0.01307665781	-0.02886476839	-0.02623340998	-0.0259435176	-0.0132018521	-0.02216165949	-0.0220281593	-0.02722201778	0.07253816628	-0.02595926269	-0.02619633054	-0.02415283823	0.00372959267	-0.01441207948	-0.02596497806	-0.02618735087	-0.0311355434	0.07482289234
-2.297922746e-4	-0.01603175378	-0.01125079512	-0.001863958465	0.05772407636	3.239049059e-4	-0.02983750732	0.2873069771	-0.002806587902	-7.861355551e-4	-0.03104307494	-0.00654363921	-0.01458059987	-0.01753874154	-0.007028887635	-0.01770546648	-0.004654219693	-0.00866047676	-0.007834736996	-0.02021993543	-0.02295369606	8.058122978e-4	0.004999047899	-0.002927760085	-0.01723508753	-0.005630941906	-0.005240936367	-0.005588250408	-0.03850679667	-0.001837624371	0.005671394037	-0.002001283815	-0.01346770252	-0.01528694518	0.01809638202	0.003843948674	-0.003499907768	-0.04597830169
-9.260074697e-5	-0.01037003958	-0.008169801874	0.002505531959	-0.005302137733	0.002218554355	-0.02705376267	-0.002806587902	0.2848005921	0.006310738405	-0.02940641361	-3.726029917e-5	-0.01079518792	-0.01433878586	0.003323470651	-0.01574793727	-0.001558963024	-0.007874503056	-0.004240155688	-0.01889722678	-0.01970595071	-8.650649579e-4	8.924458146e-4	0.002621342647	-0.01269351755	-0.001454644046	0.002604786773	-0.003769340108	-0.03981419949	-0.001063880204	-0.001650867649	0.006853927228	-0.01174912166	-0.01398710786	6.624322546e-4	0.005283205338	-0.007057912776	-0.04757405652
-0.001448707766	-0.004264410188	-0.008255860998	0.001806828152	-0.007681366227	0.002589292049	-0.02443469287	-7.861355551e-4	0.006310738405	0.2822917142	-0.02900634865	-6.131832306e-4	-0.01084228836	-0.01490056347	0.004128934263	-0.01089265992	-0.004878238746	-0.007808073504	-0.00178270735	-0.01527387843	-0.02139331809	5.073400345e-4	0.001740227297	0.001290206452	-0.01270798403	-0.002076467106	7.317849962e-4	-0.004514416428	-0.04011271402	-0.001907973783	-0.001847701183	0.007281941669	-0.01042688138	-0.01371991445	-0.001472586036	0.002573031407	-0.01002886977	-0.04817409736
