gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual
ENSG00000119844	-18.7199203544272	0.0647539231298897	4.01691788237861	2.74946058039509	-19.0098517432187	0.0382125244503745	6.31482581963884	2.30236236643267	-0.45373866123508	-0.845455762231447
ENSG00000179833	-18.7487685802283	0.0383591674323916	6.82272885834882	2.7250300232236	-18.9972311902749	0.0310839507064761	7.71503486641299	2.32429254174427	-0.986249501144634	-1.04911841370395
ENSG00000115902	-18.6985206774332	0.176550804758853	1.42628948050535	2.69433362909238	-19.2739524754769	0.262759595284046	0.842563684251375	1.75168329727832	0.555790498326313	1.00960586156624
ENSG00000011523	-18.89172736396	0.0325992797385097	8.06398768352548	2.52219143243935	-18.9083423134332	0.038416509118825	6.07577592074643	2.44759792638751	-1.19560490431334	-0.818930202463816
ENSG00000138069	-16.2801080106293	0.0246641133050031	10.5025932231157	6.29532745722978	-16.454104366286	0.0370497791079988	6.20334775454878	5.98802431911786	-1.16285805965854	-0.766772624605105
ENSG00000198369	-18.7771788575733	0.131041107988983	1.94252972931826	2.61667016944597	-18.85747122141	0.0535568284936909	4.35969140346472	2.51038651393014	0.233340853456674	-0.476538310411016
ENSG00000143995	-19.5059875005987	0.252004764610869	0.987569423003831	1.47238168746113	-19.1119739720559	0.100288798214782	2.2709469463337	2.10807398076964	0.609515423370963	0.0940092122165153
ENSG00000143971	-19.194663008488	0.148930609684003	1.76466987757318	2.01470709391678	-19.2300506236082	0.0975083450038337	2.47741639806534	1.95095094319343	0.212193059686973	0.03183352864755
ENSG00000197223	-19.1639772721834	0.0675392177745255	3.92141122729638	2.10589589425202	-19.3154206073183	0.0818104491085424	2.8684975080967	1.8321149376466	-0.566690872141502	-0.170281826763122
ENSG00000243667	-19.7679813080903	0.0655557080395701	4.12246879791145	1.24141093866377	-19.5835507471368	0.0355086309720576	7.19372007768188	1.48190521269292	-0.857031872968308	-1.09636533176222
ENSG00000115946	-18.3664341210613	0.145336847053837	1.7479341832521	3.19942478213623	-18.8388679010249	0.103626814487383	2.23532933829171	2.50199806456091	0.451631219753962	0.187146335717414
ENSG00000119865	-18.9936845326331	0.304361067441376	0.813507604645368	2.17326474847232	-19.2600306793609	0.129469035527781	1.77451022033043	1.87646971118802	1.00234819091778	0.306135690017646
ENSG00000115956	-20.0463180562235	0.610940948934205	0.390046929546942	0.418875912651934	-19.8262030410073	0.415577781545109	0.52607086163328	0.842799547234378	1.24649427449684	1.25974488328934
ENSG00000204923	-20.4810799307718	0.183158768836998	1.64695316551555	0.227805244089098	-20.4528738190782	0.0687685816213162	5.80098302310058	0.272598972943339	-0.153281876668886	-0.820170912266551
ENSG00000169621	-21.2036634459632	0.0722496696217581	3.97902017665465	-0.814786942924629	-21.5183349417818	0.105733382929155	2.49047345266603	-1.33910272005791	-1.40239209450491	-0.856828151506654
ENSG00000163219	-19.7274197405588	0.212127956837881	1.19260298220077	1.18843319759159	-20.0699201522575	0.125273866562025	1.86219507587296	0.715010818776523	0.336177186494914	-0.0457820349289211
ENSG00000169604	-18.7080446253879	0.323992705047628	0.759076488532054	2.56562670047504	-18.7444114539446	0.20181141540525	1.10485158623657	2.56169762992431	1.16001305887595	0.871359509899034
