P	gene
0.3858	ENSG00000105372
0.0249	ENSG00000105369
0.1018	ENSG00000076928
0.8392	ENSG00000105404
0.8165	ENSG00000105409
0.2851	ENSG00000105737
0.0284	ENSG00000105732
0.952	ENSG00000028277
0.4926	ENSG00000160570
0.2881	ENSG00000167625
0.2987	ENSG00000105723
0.1971	ENSG00000105722
0.9667	ENSG00000079432
0.0006	ENSG00000079462
0.8116	ENSG00000105429
0.4774	ENSG00000079435
0.7396	ENSG00000079385
0.1671	ENSG00000176531
0.4648	ENSG00000105755
0.0611	ENSG00000073050
0.4143	ENSG00000124444
0.0001	ENSG00000131116
0.1213	ENSG00000105767
0.576	ENSG00000011422
0.2895	ENSG00000105771
0.0128	ENSG00000104783
0.4101	ENSG00000159871
0.9143	ENSG00000267058
0.0254	ENSG00000124459
0.0968	ENSG00000204920
0.0452	ENSG00000159882
0.2819	ENSG00000159885
0.1215	ENSG00000267680
0.168	ENSG00000263002
0.0374	ENSG00000167380
0.351	ENSG00000131115
0.0762	ENSG00000159915
0.127	ENSG00000159917
0.1182	ENSG00000062370
0.0719	ENSG00000267508
0.4116	ENSG00000278318
0.499	ENSG00000167384
0.177	ENSG00000216588
0.371	ENSG00000073008
0.5887	ENSG00000279095
0.0234	ENSG00000186567
0.0651	ENSG00000069399
0.0106	ENSG00000187244
0.1724	ENSG00000130202
0.7154	ENSG00000130204
0.5008	ENSG00000130203
0.3811	ENSG00000104853
0.7384	ENSG00000104856
0.3906	ENSG00000104859
0.3823	ENSG00000142252
0.8309	ENSG00000104866
0.0278	ENSG00000007255
0.1392	ENSG00000007047
0.9416	ENSG00000104879
0.8784	ENSG00000104884
0.0173	ENSG00000104881
0.5148	ENSG00000117877
0.1315	ENSG00000012061
0.2226	ENSG00000125740
0.637	ENSG00000125744
0.1636	ENSG00000125753
0.4473	ENSG00000125741
0.0583	ENSG00000177464
0.3809	ENSG00000125746
0.0002	ENSG00000010310
0.0014	ENSG00000125743
0.6487	ENSG00000011478
0.9819	ENSG00000177051
0.0042	ENSG00000177045
0.1669	ENSG00000104936
0.2815	ENSG00000185800
0.5363	ENSG00000125755
0.8206	ENSG00000170604
0.6851	ENSG00000176182
0.0676	ENSG00000104967
0.1908	ENSG00000104983
0.4543	ENSG00000124440
0.0256	ENSG00000011485
0.6441	ENSG00000169515
0.6642	ENSG00000182013
0.1066	ENSG00000204851
0.4689	ENSG00000160014
0.8865	ENSG00000160013
0.7988	ENSG00000197380
0.2301	ENSG00000105287
0.0346	ENSG00000090372
0.0417	ENSG00000181027
0.2733	ENSG00000105281
0.8342	ENSG00000042753
0.9842	ENSG00000160007
0.0001	ENSG00000130748
0.8677	ENSG00000197405
0.2286	ENSG00000134830
0.1941	ENSG00000134815
0.7593	ENSG00000105419
0.6553	ENSG00000118162
0.8217	ENSG00000279861
0.0259	ENSG00000105402
0.3988	ENSG00000118156
0.9145	ENSG00000105499
0.0019	ENSG00000105486
0.113	ENSG00000185453
0.6326	ENSG00000105483
0.0002	ENSG00000268001
0.4097	ENSG00000142227
0.697	ENSG00000161558
0.8683	ENSG00000105438
0.6121	ENSG00000105447
0.256	ENSG00000182324
0.1534	ENSG00000105443
0.0535	ENSG00000142235
0.0656	ENSG00000063180
0.0503	ENSG00000176909
0.0953	ENSG00000105538
0.0443	ENSG00000174951
0.0046	ENSG00000105552
0.0766	ENSG00000087076
0.3846	ENSG00000105559
0.9796	ENSG00000087074
0.0071	ENSG00000104805
0.36	ENSG00000104808
0.3382	ENSG00000104812
0.7451	ENSG00000183207
0.0002	ENSG00000104848
0.0041	ENSG00000104852
0.1177	ENSG00000104863
0.7253	ENSG00000177380
0.1275	ENSG00000130528
0.1646	ENSG00000130529
0.0305	ENSG00000074219
0.2344	ENSG00000104888
0.0113	ENSG00000104872
0.9804	ENSG00000161618
0.0563	ENSG00000090554
0.0207	ENSG00000142541
0.8953	ENSG00000142534
0.4561	ENSG00000104870
0.7779	ENSG00000142552
0.2508	ENSG00000142546
0.1678	ENSG00000126464
0.7409	ENSG00000126458
0.0793	ENSG00000126461
0.0167	ENSG00000126456
0.0384	ENSG00000126453
0.001	ENSG00000126457
0.0079	ENSG00000224420
0.3708	ENSG00000169169
0.464	ENSG00000126467
0.4358	ENSG00000196961
0.6254	ENSG00000010361
0.9291	ENSG00000104973
0.5819	ENSG00000268006
0.9352	ENSG00000104960
0.154	ENSG00000269352
0.5421	ENSG00000039650
0.1259	ENSG00000204673
0.4015	ENSG00000104946
0.6298	ENSG00000213024
0.1927	ENSG00000169136
0.006	ENSG00000161643
0.2518	ENSG00000105053
0.3152	ENSG00000142528
0.2017	ENSG00000105357
0.0165	ENSG00000131398
0.6904	ENSG00000131408
0.281	ENSG00000131401
0.5214	ENSG00000062822
0.9234	ENSG00000086967
0.0073	ENSG00000142530
0.2926	ENSG00000161671
0.6102	ENSG00000161677
0.6751	ENSG00000131409
0.6987	ENSG00000235034
0.5485	ENSG00000105472
0.2608	ENSG00000167747
0.1517	ENSG00000142515
0.1912	ENSG00000167751
0.6178	ENSG00000167757
0.0161	ENSG00000129437
0.009	ENSG00000142544
0.031	ENSG00000129450
0.0049	ENSG00000105383
0.0583	ENSG00000186806
0.1201	ENSG00000105379
0.5492	ENSG00000160318
0.2159	ENSG00000105374
0.0814	ENSG00000142512
0.0191	ENSG00000105497
0.1423	ENSG00000254415
0.0219	ENSG00000182310
0.2014	ENSG00000105509
0.371	ENSG00000171051
0.8281	ENSG00000187474
0.0001	ENSG00000161551
0.0728	ENSG00000198093
0.0363	ENSG00000176024
0.1534	ENSG00000256683
0.2782	ENSG00000197619
0.725	ENSG00000256087
0.7779	ENSG00000197608
0.6587	ENSG00000204611
0.5368	ENSG00000196267
0.0071	ENSG00000105568
0.417	ENSG00000196214
0.0093	ENSG00000198464
0.5924	ENSG00000167554
0.0336	ENSG00000221923
0.2629	ENSG00000269834
0.0001	ENSG00000167555
0.1649	ENSG00000198482
0.0001	ENSG00000167562
0.001	ENSG00000123870
0.4259	ENSG00000167766
0.9059	ENSG00000182986
0.0154	ENSG00000213793
0.031	ENSG00000170949
0.0965	ENSG00000170954
0.0858	ENSG00000197928
0.2582	ENSG00000241015
0.0174	ENSG00000160336
0.6631	ENSG00000130844
0.5224	ENSG00000179820
0.313	ENSG00000187116
0.3167	ENSG00000088053
0.5234	ENSG00000160439
0.0162	ENSG00000131037
0.6226	ENSG00000125503
0.0225	ENSG00000105048
0.8	ENSG00000167646
0.0505	ENSG00000267577
0.0048	ENSG00000080031
0.7135	ENSG00000105063
0.6264	ENSG00000133265
0.5709	ENSG00000160469
0.8361	ENSG00000133247
0.3542	ENSG00000108107
0.0001	ENSG00000108106
0.2667	ENSG00000063241
0.738	ENSG00000231274
0.0901	ENSG00000197483
0.7981	ENSG00000090971
0.3489	ENSG00000179954
0.5028	ENSG00000187550
0.0615	ENSG00000179943
0.371	ENSG00000171443
0.1446	ENSG00000261221
0.0653	ENSG00000179922
0.549	ENSG00000213015
0.0424	ENSG00000171425
0.3106	ENSG00000173581
0.0961	ENSG00000063244
0.7211	ENSG00000267523
0.0418	ENSG00000063245
NA	ENSG00000255238
0.0334	ENSG00000167685
0.8274	ENSG00000131848
0.9196	ENSG00000240225
0.6428	ENSG00000018869
0.6289	ENSG00000267454
0.2565	ENSG00000198440
0.0098	ENSG00000198046
0.0055	ENSG00000166770
0.0126	ENSG00000196263
0.0613	ENSG00000196867
0.0159	ENSG00000197016
0.107	ENSG00000127903
0.8777	ENSG00000268713
0.5571	ENSG00000197714
0.9616	ENSG00000268205
0.0117	ENSG00000131845
0.8176	ENSG00000152433
0.1023	ENSG00000256060
0.1809	ENSG00000188785
0.4232	ENSG00000186272
0.0007	ENSG00000178201
0.2284	ENSG00000197128
0.6116	ENSG00000121406
0.9311	ENSG00000251369
0.3859	ENSG00000083817
0.1352	ENSG00000171649
0.0362	ENSG00000183647
0.6609	ENSG00000121417
0.0835	ENSG00000204519
0.7207	ENSG00000179909
0.0345	ENSG00000083814
0.1192	ENSG00000152443
0.6372	ENSG00000083828
0.3874	ENSG00000269343
0.0001	ENSG00000198466
0.8883	ENSG00000270804
0.1201	ENSG00000196724
0.9478	ENSG00000152454
0.5021	ENSG00000177025
0.1037	ENSG00000166704
0.0053	ENSG00000176593
0.0008	ENSG00000152467
0.3801	ENSG00000121413
0.0163	ENSG00000181894
0.1241	ENSG00000171606
0.9363	ENSG00000198131
0.015	ENSG00000278129
0.8529	ENSG00000142396
0.2427	ENSG00000283103
0.0006	ENSG00000174586
0.0703	ENSG00000083845
0.177	ENSG00000171574
0.0482	ENSG00000249471
0.776	ENSG00000083812
0.1985	ENSG00000083838
0.1009	ENSG00000083807
0.5118	ENSG00000119574
0.2503	ENSG00000130726
0.0755	ENSG00000130724
0.2605	ENSG00000130725
0.3561	ENSG00000267858
0.8939	ENSG00000099326
0.8262	ENSG00000196476
0.051	ENSG00000247315
0.8184	ENSG00000225377
0.4882	ENSG00000177732
0.0001	ENSG00000125841
0.0152	ENSG00000101255
0.0028	ENSG00000125826
0.0146	ENSG00000125875
0.0007	ENSG00000101266
0.6173	ENSG00000125878
0.0271	ENSG00000101276
0.5164	ENSG00000125898
0.1754	ENSG00000125818
0.1324	ENSG00000125895
0.0726	ENSG00000101298
0.0001	ENSG00000125775
0.0641	ENSG00000234684
0.2537	ENSG00000088832
0.5328	ENSG00000088833
0.2199	ENSG00000196209
0.0559	ENSG00000276649
0.0757	ENSG00000198053
0.084	ENSG00000125834
0.7514	ENSG00000125835
0.3115	ENSG00000088876
0.5598	ENSG00000101361
0.0619	ENSG00000101365
0.4007	ENSG00000088881
0.5497	ENSG00000088882
0.0099	ENSG00000132635
0.7873	ENSG00000215305
0.8305	ENSG00000132670
0.1063	ENSG00000125901
0.2476	ENSG00000185019
0.9325	ENSG00000215251
0.9006	ENSG00000088899
0.157	ENSG00000198171
0.2213	ENSG00000125877
0.0813	ENSG00000088836
0.8919	ENSG00000088854
0.9266	ENSG00000088812
0.0097	ENSG00000149451
0.0114	ENSG00000088827
0.1058	ENSG00000132622
0.2475	ENSG00000101220
0.0987	ENSG00000101224
0.8783	ENSG00000125843
0.0614	ENSG00000125779
0.1875	ENSG00000101236
0.9057	ENSG00000088826
0.7438	ENSG00000171867
0.7664	ENSG00000101265
0.084	ENSG00000089057
0.1233	ENSG00000089063
0.0158	ENSG00000132646
0.0132	ENSG00000101290
0.0121	ENSG00000205181
0.9394	ENSG00000125772
0.6436	ENSG00000171984
0.0235	ENSG00000089199
0.9293	ENSG00000089195
0.0016	ENSG00000125885
0.0316	ENSG00000088766
0.5266	ENSG00000125845
0.4561	ENSG00000238102
0.1417	ENSG00000125827
0.034	ENSG00000182621
0.7336	ENSG00000101333
0.6651	ENSG00000132639
0.3704	ENSG00000125863
0.0358	ENSG00000149346
0.0601	ENSG00000101384
0.1913	ENSG00000132640
0.2607	ENSG00000172296
0.4246	ENSG00000101230
0.2544	ENSG00000089123
0.0744	ENSG00000089048
0.0493	ENSG00000101247
0.0222	ENSG00000101251
0.4879	ENSG00000172264
0.1538	ENSG00000089177
0.0372	ENSG00000125870
0.8395	ENSG00000125851
0.1702	ENSG00000125868
0.4837	ENSG00000125844
0.8769	ENSG00000089006
0.9478	ENSG00000125871
0.8428	ENSG00000232838
0.4727	ENSG00000149474
0.0689	ENSG00000125846
0.4242	ENSG00000132664
0.7304	ENSG00000101310
0.8924	ENSG00000232388
0.7755	ENSG00000125821
0.5831	ENSG00000273148
0.1322	ENSG00000185052
0.0821	ENSG00000132669
0.4597	ENSG00000173418
0.0283	ENSG00000101343
0.0931	ENSG00000089101
0.0152	ENSG00000188559
0.8141	ENSG00000088970
0.5084	ENSG00000088930
0.1042	ENSG00000178726
0.094	ENSG00000125810
0.9349	ENSG00000132661
0.7012	ENSG00000125812
0.504	ENSG00000125814
0.0425	ENSG00000101439
0.0144	ENSG00000101463
0.5655	ENSG00000077984
0.9763	ENSG00000101474
0.7742	ENSG00000154930
0.7874	ENSG00000197586
0.0873	ENSG00000277938
0.129	ENSG00000100994
0.6329	ENSG00000100997
0.034	ENSG00000101003
0.0205	ENSG00000101004
0.4002	ENSG00000170191
0.6338	ENSG00000130684
0.3744	ENSG00000227195
0.0009	ENSG00000088325
0.3182	ENSG00000179772
0.0153	ENSG00000149599
0.1223	ENSG00000088356
0.0273	ENSG00000101331
0.4375	ENSG00000101336
0.1181	ENSG00000101337
0.2775	ENSG00000235217
0.3709	ENSG00000126003
0.2912	ENSG00000101346
0.4932	ENSG00000101350
0.1458	ENSG00000171456
0.8128	ENSG00000197183
0.0187	ENSG00000149600
0.3466	ENSG00000088305
0.298	ENSG00000260257
0.0041	ENSG00000101391
0.685	ENSG00000101400
0.6043	ENSG00000131061
0.0281	ENSG00000101421
0.0249	ENSG00000125970
0.952	ENSG00000125977
0.7639	ENSG00000101440
0.769	ENSG00000101444
0.6936	ENSG00000078747
0.0523	ENSG00000125971
0.0688	ENSG00000101460
0.0099	ENSG00000101464
0.3535	ENSG00000198646
0.9531	ENSG00000078804
0.2438	ENSG00000131067
0.3115	ENSG00000131069
0.7737	ENSG00000100983
0.8842	ENSG00000078814
0.79	ENSG00000100991
0.2366	ENSG00000088298
0.1532	ENSG00000101000
0.1047	ENSG00000126005
0.8058	ENSG00000242372
0.002	ENSG00000101019
0.7386	ENSG00000126001
0.0403	ENSG00000125991
0.1187	ENSG00000088340
0.4809	ENSG00000025293
0.0047	ENSG00000171222
0.5966	ENSG00000260032
0.0577	ENSG00000088367
0.2898	ENSG00000131043
0.1078	ENSG00000080845
0.1095	ENSG00000101335
0.5696	ENSG00000118707
0.0419	ENSG00000101084
0.0294	ENSG00000101082
0.053	ENSG00000101079
0.4757	ENSG00000149636
0.1475	ENSG00000149639
0.7976	ENSG00000101347
0.5484	ENSG00000080839
0.1475	ENSG00000101353
0.004	ENSG00000118705
0.2529	ENSG00000101363
0.1883	ENSG00000197122
0.0151	ENSG00000166619
0.0313	ENSG00000132792
0.4463	ENSG00000132821
0.301	ENSG00000101407
0.0376	ENSG00000101413
0.227	ENSG00000198959
0.8925	ENSG00000149633
0.9624	ENSG00000196756
0.897	ENSG00000174365
0.0591	ENSG00000170471
0.1533	ENSG00000101442
0.8626	ENSG00000101445
0.6805	ENSG00000101447
0.0958	ENSG00000101452
0.7177	ENSG00000204103
0.7975	ENSG00000198900
0.1895	ENSG00000124181
0.7421	ENSG00000174306
0.0007	ENSG00000132793
0.3986	ENSG00000183798
0.0094	ENSG00000124177
0.5247	ENSG00000196090
0.0353	ENSG00000124193
0.0095	ENSG00000185513
0.3868	ENSG00000101052
0.054	ENSG00000101057
0.4441	ENSG00000124191
0.763	ENSG00000149596
0.1348	ENSG00000132823
0.0003	ENSG00000223891
0.3631	ENSG00000197296
0.8718	ENSG00000124120
0.7612	ENSG00000132824
0.0111	ENSG00000168734
0.0414	ENSG00000196839
0.3569	ENSG00000064205
0.6397	ENSG00000166913
0.0114	ENSG00000025772
0.1023	ENSG00000101109
0.6752	ENSG00000124107
0.3816	ENSG00000124145
0.0067	ENSG00000204070
0.6033	ENSG00000244274
0.944	ENSG00000124155
0.0493	ENSG00000101457
0.0415	ENSG00000175063
0.0002	ENSG00000101470
0.0488	ENSG00000124104
0.7949	ENSG00000101473
0.0563	ENSG00000132801
0.5401	ENSG00000168612
0.5494	ENSG00000124257
0.6501	ENSG00000064601
0.4464	ENSG00000100979
0.6138	ENSG00000100982
0.4519	ENSG00000198026
0.0604	ENSG00000100985
0.0189	ENSG00000124140
0.1314	ENSG00000124160
0.0058	ENSG00000101017
0.1642	ENSG00000149654
0.4069	ENSG00000080189
0.919	ENSG00000062598
0.2576	ENSG00000198185
0.1475	ENSG00000172315
0.5834	ENSG00000197496
0.0154	ENSG00000064655
0.6734	ENSG00000101040
0.9112	ENSG00000231119
0.0012	ENSG00000124151
0.0023	ENSG00000196562
0.8026	ENSG00000124126
0.4375	ENSG00000124198
0.9079	ENSG00000124207
0.5725	ENSG00000124214
0.0538	ENSG00000124228
0.1048	ENSG00000124201
0.0026	ENSG00000177410
0.0122	ENSG00000158445
0.8824	ENSG00000124212
0.1781	ENSG00000158470
0.0227	ENSG00000197818
0.9251	ENSG00000124226
0.2752	ENSG00000124216
0.0323	ENSG00000244687
0.2134	ENSG00000240849
0.0139	ENSG00000231742
0.5745	ENSG00000277449
0.7716	ENSG00000172216
0.0467	ENSG00000224397
0.0997	ENSG00000196396
0.243	ENSG00000042062
0.0581	ENSG00000124171
0.6747	ENSG00000124243
0.0233	ENSG00000101126
0.0001	ENSG00000000419
0.603	ENSG00000124217
0.2788	ENSG00000101096
0.0168	ENSG00000054793
0.9783	ENSG00000101115
0.4622	ENSG00000020256
0.7747	ENSG00000182463
0.5778	ENSG00000171940
0.001	ENSG00000064787
0.0001	ENSG00000101132
0.6929	ENSG00000101134
0.0361	ENSG00000124098
0.0283	ENSG00000087586
0.7984	ENSG00000101138
0.0153	ENSG00000087589
0.199	ENSG00000022277
0.3779	ENSG00000280220
0.2031	ENSG00000101144
0.4108	ENSG00000101146
0.8398	ENSG00000218018
0.3954	ENSG00000124253
0.0011	ENSG00000124256
0.3102	ENSG00000124225
0.3341	ENSG00000124224
0.8544	ENSG00000124209
0.3044	ENSG00000124164
0.3985	ENSG00000198768
0.2359	ENSG00000124222
0.863	ENSG00000215440
0.371	ENSG00000087460
0.0558	ENSG00000101158
0.6972	ENSG00000101160
0.0002	ENSG00000124172
0.0981	ENSG00000101166
0.0705	ENSG00000087495
0.054	ENSG00000196074
0.1603	ENSG00000196227
0.4971	ENSG00000132825
0.5299	ENSG00000124215
0.8076	ENSG00000149657
0.0001	ENSG00000101182
0.0002	ENSG00000184402
0.0151	ENSG00000101181
0.0025	ENSG00000130703
0.7473	ENSG00000130706
0.0625	ENSG00000226332
0.0084	ENSG00000130702
0.0927	ENSG00000228812
0.0559	ENSG00000171858
0.0044	ENSG00000149679
0.0006	ENSG00000130700
0.621	ENSG00000174403
0.0092	ENSG00000174407
0.4127	ENSG00000226094
0.3331	ENSG00000101187
0.5779	ENSG00000232803
0.3507	ENSG00000101189
0.5418	ENSG00000060491
0.4698	ENSG00000092758
0.8365	ENSG00000101190
0.4729	ENSG00000101191
0.3698	ENSG00000101193
0.3124	ENSG00000101194
0.3928	ENSG00000149658
0.6364	ENSG00000101199
0.06	ENSG00000101210
0.3538	ENSG00000125534
0.0021	ENSG00000130589
0.8899	ENSG00000101216
0.004	ENSG00000232442
0.8647	ENSG00000125520
0.0018	ENSG00000130584
0.9696	ENSG00000268858
0.8214	ENSG00000101150
0.9113	ENSG00000101152
0.7726	ENSG00000198276
0.2454	ENSG00000280213
0.3243	ENSG00000196700
0.305	ENSG00000130590
0.3129	ENSG00000101161
0.0479	ENSG00000196421
0.2497	ENSG00000203883
0.3437	ENSG00000171703
0.4023	ENSG00000171700
0.0267	ENSG00000203880
0.0079	ENSG00000155304
0.2816	ENSG00000155307
0.0503	ENSG00000235609
0.3229	ENSG00000180530
0.0177	ENSG00000155313
0.7942	ENSG00000215386
0.0103	ENSG00000228798
0.0211	ENSG00000270093
0.9695	ENSG00000154639
0.8212	ENSG00000154640
0.1192	ENSG00000154642
0.8909	ENSG00000154645
0.1824	ENSG00000154654
0.5847	ENSG00000154719
0.7473	ENSG00000154721
0.0475	ENSG00000154723
0.6763	ENSG00000142192
0.8862	ENSG00000166265
0.8793	ENSG00000154734
0.4056	ENSG00000154736
0.8319	ENSG00000232079
0.7654	ENSG00000156239
0.9444	ENSG00000198862
0.5172	ENSG00000156253
0.65	ENSG00000156256
0.0156	ENSG00000156261
0.3398	ENSG00000156265
0.6025	ENSG00000156273
0.6028	ENSG00000156299
0.7709	ENSG00000142168
0.585	ENSG00000273271
0.4678	ENSG00000156304
0.3637	ENSG00000142149
0.8762	ENSG00000159055
0.0709	ENSG00000142207
0.4068	ENSG00000256073
0.5969	ENSG00000166979
0.9016	ENSG00000159079
0.693	ENSG00000243927
0.1424	ENSG00000198743
0.2168	ENSG00000224598
0.7017	ENSG00000159200
0.0172	ENSG00000159212
0.3549	ENSG00000159216
0.0053	ENSG00000185917
0.0498	ENSG00000159228
0.8322	ENSG00000159231
0.2954	ENSG00000142197
0.0089	ENSG00000159256
0.8773	ENSG00000159267
0.751	ENSG00000185808
0.1711	ENSG00000182670
0.0071	ENSG00000157538
0.8666	ENSG00000157540
0.8551	ENSG00000157551
0.5757	ENSG00000157554
0.1787	ENSG00000157557
0.4974	ENSG00000183527
0.1318	ENSG00000185658
0.5934	ENSG00000182093
0.0035	ENSG00000185437
0.0007	ENSG00000183067
0.3744	ENSG00000182240
0.1573	ENSG00000183486
0.1846	ENSG00000157601
0.302	ENSG00000141956
0.0332	ENSG00000157617
0.8309	ENSG00000173276
0.3391	ENSG00000177398
0.0002	ENSG00000184385
0.3687	ENSG00000160179
0.7474	ENSG00000160180
0.2352	ENSG00000160190
0.0636	ENSG00000160191
0.7121	ENSG00000160193
0.3139	ENSG00000160194
0.3645	ENSG00000160199
0.1348	ENSG00000237864
0.6141	ENSG00000237989
0.1797	ENSG00000160208
0.2967	ENSG00000160209
0.7337	ENSG00000160214
0.8801	ENSG00000160216
0.2282	ENSG00000160218
0.535	ENSG00000141959
0.9211	ENSG00000160226
0.3503	ENSG00000142185
0.0383	ENSG00000175894
0.0245	ENSG00000235890
0.0187	ENSG00000182912
0.0113	ENSG00000184787
0.007	ENSG00000183255
0.1178	ENSG00000160255
0.1224	ENSG00000227039
0.1096	ENSG00000160256
0.0008	ENSG00000197381
0.4785	ENSG00000186866
0.2243	ENSG00000273796
0.0259	ENSG00000182871
0.0129	ENSG00000173638
0.0091	ENSG00000183570
0.0101	ENSG00000142156
0.0587	ENSG00000142173
0.0002	ENSG00000160285
0.5074	ENSG00000215424
0.3696	ENSG00000160294
0.1039	ENSG00000182362
0.0005	ENSG00000160299
0.6774	ENSG00000160305
0.0199	ENSG00000160307
0.1088	ENSG00000160310
0.104	ENSG00000177663
0.2319	ENSG00000183307
0.9927	ENSG00000069998
0.0001	ENSG00000093072
0.0024	ENSG00000099954
0.9035	ENSG00000182902
0.0304	ENSG00000131100
0.1543	ENSG00000099968
0.7604	ENSG00000015475
0.0001	ENSG00000243156
0.1811	ENSG00000184979
0.0046	ENSG00000070413
0.5516	ENSG00000100056
0.4265	ENSG00000100075
0.853	ENSG00000070371
0.5038	ENSG00000100084
0.0103	ENSG00000185608
0.0839	ENSG00000242259
0.6715	ENSG00000070010
0.4014	ENSG00000093009
0.7278	ENSG00000184113
0.4929	ENSG00000184702
0.8202	ENSG00000185838
0.5197	ENSG00000215012
0.1562	ENSG00000184470
0.0362	ENSG00000093010
0.6691	ENSG00000099889
0.946	ENSG00000183597
0.1774	ENSG00000236540
0.2486	ENSG00000128191
0.2464	ENSG00000099899
0.002	ENSG00000099901
0.3192	ENSG00000099904
0.2071	ENSG00000185252
0.0701	ENSG00000244486
0.6631	ENSG00000099910
0.681	ENSG00000099917
0.0008	ENSG00000241973
0.5627	ENSG00000099940
0.7228	ENSG00000185651
0.0969	ENSG00000161179
0.4774	ENSG00000128228
0.511	ENSG00000100023
0.6952	ENSG00000100027
0.8965	ENSG00000100030
0.7345	ENSG00000100034
0.0295	ENSG00000224086
0.3259	ENSG00000211637
0.3162	ENSG00000211642
0.1967	ENSG00000211639
0.0921	ENSG00000211658
0.3711	ENSG00000211659
0.0053	ENSG00000211662
0.0016	ENSG00000211663
0.0207	ENSG00000211666
0.0648	ENSG00000211669
0.0525	ENSG00000211673
0.0705	ENSG00000254709
0.734	ENSG00000128266
0.5188	ENSG00000100228
0.5735	ENSG00000186716
0.2792	ENSG00000185686
0.0585	ENSG00000250479
0.0068	ENSG00000099953
0.0268	ENSG00000099956
0.8954	ENSG00000099958
0.6573	ENSG00000133460
0.0001	ENSG00000240972
0.0335	ENSG00000099991
0.1187	ENSG00000099994
0.4146	ENSG00000099998
0.8185	ENSG00000100014
0.5868	ENSG00000128271
0.1254	ENSG00000100024
0.0148	ENSG00000138867
0.1007	ENSG00000100028
0.1546	ENSG00000178026
0.6238	ENSG00000197077
0.0377	ENSG00000272977
0.2173	ENSG00000100077
0.2551	ENSG00000133454
0.266	ENSG00000100099
0.0191	ENSG00000100104
0.4641	ENSG00000100109
0.0936	ENSG00000128294
0.3994	ENSG00000225783
0.2641	ENSG00000169184
0.1679	ENSG00000180957
0.9334	ENSG00000235954
0.4991	ENSG00000100154
0.0644	ENSG00000100209
0.7847	ENSG00000159873
0.9043	ENSG00000100219
0.7544	ENSG00000183579
0.9436	ENSG00000183762
0.8341	ENSG00000100263
0.6716	ENSG00000182944
0.4967	ENSG00000185340
0.7366	ENSG00000100276
0.0851	ENSG00000100280
0.5594	ENSG00000100296
0.731	ENSG00000184117
0.0626	ENSG00000186575
0.0007	ENSG00000100319
0.0502	ENSG00000184076
0.0198	ENSG00000100325
0.2293	ENSG00000100330
0.0038	ENSG00000279159
0.6123	ENSG00000128342
0.6039	ENSG00000099985
0.5085	ENSG00000239282
0.1418	ENSG00000099992
0.0336	ENSG00000099995
0.8349	ENSG00000099999
0.3721	ENSG00000100003
0.3027	ENSG00000242114
0.3239	ENSG00000100029
0.6042	ENSG00000185339
0.0352	ENSG00000100036
0.1292	ENSG00000184792
0.463	ENSG00000133422
0.84	ENSG00000253352
0.407	ENSG00000183963
0.9516	ENSG00000198832
0.4092	ENSG00000185133
0.2838	ENSG00000182541
0.6018	ENSG00000100100
0.9816	ENSG00000100105
0.3108	ENSG00000213888
0.1743	ENSG00000100170
0.5817	ENSG00000128253
0.1438	ENSG00000100220
0.4164	ENSG00000100225
0.1336	ENSG00000133424
0.4197	ENSG00000100281
0.9924	ENSG00000100284
0.2366	ENSG00000100292
0.0103	ENSG00000100297
0.0264	ENSG00000100302
0.7713	ENSG00000198125
0.065	ENSG00000221963
0.4554	ENSG00000100320
0.0316	ENSG00000128284
0.0545	ENSG00000128335
0.4992	ENSG00000100345
0.0806	ENSG00000100348
0.1219	ENSG00000100350
0.4801	ENSG00000100353
0.4291	ENSG00000100360
0.2867	ENSG00000100362
0.8608	ENSG00000100365
0.0004	ENSG00000100368
0.1082	ENSG00000128311
0.1937	ENSG00000128309
0.2782	ENSG00000100379
0.618	ENSG00000100385
0.2819	ENSG00000133466
0.0423	ENSG00000128340
0.7201	ENSG00000100055
0.3117	ENSG00000100060
0.0229	ENSG00000100065
0.4208	ENSG00000128283
0.0588	ENSG00000100083
0.0686	ENSG00000100092
