gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual	Chimp.Dispersion	Human.Dispersion
ENSG00000179403	-18.5088945861665	0.369519103371046	0.580140922928759	2.93724527016556	-18.65102569009	0.307511077199728	0.704804792393761	2.72015265366018	1.19572956051964	1.08833788617801	-0.763378065268608	-0.983760632044705
ENSG00000197785	-18.1875664613422	0.179150567779409	1.24172839599372	3.5514760872889	-17.9488956666899	0.0843750634115177	2.71894840291518	3.90460135528563	0.523992961456093	-0.132084584852611	-1.43511466433216	-2.20418310307532
ENSG00000205090	-19.995867742356	0.185809673030936	1.24681873424004	0.939344172503488	-19.878831687496	0.195908987492841	1.20626783737841	1.03709096270183	-0.0893439009020267	0.253550145604476	-2.04845152669028	-1.81854837261824
ENSG00000272106	-19.1482695475202	0.196209029760488	1.14110422311771	2.14942700198757	-18.7772577976795	0.108163245571132	2.12320950377161	2.69149584281694	0.366114523847378	0.0202809237675763	-1.59299310194087	-2.05181759445514
ENSG00000197530	-17.634117188722	0.11826118675823	1.88144204513007	4.39491680025105	-18.0569805694659	0.0981035880512012	2.28097942970528	3.73843368061337	0.154455726608836	0.0138669393469386	-1.80465189917942	-2.05823157887577
ENSG00000189339	-21.1928396835358	0.443196651645562	0.515477443592631	-0.993311456367986	-19.6201604557057	0.355359218683827	0.622347226056108	1.27885149296957	0.0879875180409728	0.969384885618618	-1.87112010774728	-1.10271363260409
ENSG00000008130	-18.5481552122786	0.236336437079029	0.925754513471971	2.98627306306538	-18.5543834766952	0.161965439612903	1.37026970437551	2.97280792210007	0.739847873041292	0.462338270289642	-1.21925975274696	-1.60976024793307
ENSG00000078369	-17.062114235832	0.035183293315726	6.42452746380046	5.2815967091834	-17.1061424754063	0.0290360528845138	7.81807420040476	5.16103372952861	-1.03294182194782	-1.18892349644854	-2.99204944773607	-3.26102201467126
ENSG00000187730	-23.4197440835936	2.48517058045286	0.0886552430746399	-5.7212876606316	-22.3501673057046	0.491481331365008	0.477466456580133	-2.78778666093891	0.744311452529165	-0.0130442920604753	-1.21479617325909	-2.08514281028319
ENSG00000067606	-21.1222727383142	0.273191883313401	0.861368384844695	-0.787426137259631	-20.2440597678789	0.138025509545961	1.67016234088853	0.549256539333437	-0.356663957084324	-0.277679357926214	-2.31577158287257	-2.34977787614893
ENSG00000182873	-20.2994766270393	0.228809788232451	1.00688017941558	0.466725979828605	-20.2957285937356	0.192379619740457	1.25939516569019	0.429813881698586	-0.0477342947384811	0.0271744112175805	-2.00684192052673	-2.04492410700513
