gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual
ENSG00000083828	-11.1049996506958	0.0646096255991533	3.63844895479489	2.35999936649626	-11.7616061747898	0.0505597601206414	5.02023536316031	1.38671359744366	-0.787627261142845	-0.993039704859703
ENSG00000196724	-12.818108933553	0.299743718954286	0.762193031043139	0.0951232502694009	-11.9011434092179	0.118675164500312	2.01701657306271	1.49326077270396	0.076454642861868	-0.195674180585792
ENSG00000152454	-11.4892067070123	0.0866564573279187	2.73877709852969	2.07358068933082	-11.5413930231442	0.0364804255840356	7.04111636902174	1.99946454826129	-0.669400795596693	-1.22585734986594
ENSG00000177025	-13.7548393608134	0.647818166890793	0.342532328888764	-0.00215397053499174	-12.6087125212227	0.300565312907861	0.767015755887963	1.78493727967707	0.546784769271987	0.469571743779583
ENSG00000166704	-10.6475202751404	0.574334943603062	0.368486399393646	1.24313660541006	-11.122685312033	0.0530647776142487	4.54230851498518	0.935149181504818	1.59407297289117	-0.679219456424411
ENSG00000152467	-12.9479033520652	0.238898642024377	0.973897373892134	-0.243691840442529	-14.1020174109762	0.112405841499665	3.05019974187903	-1.77225348860749	-0.196409713089564	-0.980875182847383
ENSG00000176293	-14.5078298816218	0.10703272194306	3.30236295942585	0.351007951187193	-14.710328431493	0.285813990556795	1.14547106051412	-0.0468101723312656	-1.44758016250525	-0.174435144333958
ENSG00000121413	-9.39545397322668	0.0627087392724267	3.64676673157601	3.61928074232567	-9.63165117265282	0.0529771002855906	4.35350355277707	3.2482162213228	-0.288410186507214	-0.350286628196204
ENSG00000181894	-10.8992514088496	0.0523842863273508	4.53319959012667	2.11818522461116	-11.1710421944135	0.0212389415179454	12.6921844221448	1.71771033362322	-0.906381468362759	-1.6130025042375
ENSG00000171606	-10.144239034174	0.0619678722579658	3.7219072608305	2.08791658319927	-10.0768021908254	0.0565032039303876	4.10242272009027	2.15260802140526	-0.449767664283035	-0.330081943200158
ENSG00000278129	-11.2446546477284	0.103375720957226	2.24569636504364	0.406332058661622	-10.9311518119863	0.131255654240284	1.7484664571289	0.801003327134419	-0.38078298837702	0.294158128832054
ENSG00000182318	-14.687987353323	0.0972190901906455	4.17119735878709	-0.377088489612711	-13.8164181578347	0.0938841735792734	3.57517353629316	0.707575864448684	-1.58470999193724	-1.09005091354752
ENSG00000121410	-17.1197873785501	1.45535741601299	0.296865568694577	-1.63794194140614	-16.0022350195401	0.3760251228638	1.33702445024051	-0.961498418086189	0.715277653358459	-0.0840522188000553
ENSG00000174586	-12.5931776110107	0.412178981793638	0.537017558498982	0.163224243407702	-14.0709200823026	0.127724016485282	2.6503733097869	-1.71392319978683	0.478143446186514	-0.845776156630133
ENSG00000083845	-8.00379020775945	0.0737334018446493	3.07825890824496	6.36871417323897	-7.88283382958037	0.0982205107452596	2.30143760051051	6.48956472904103	-0.06962660359321	0.244755160313558
ENSG00000171574	-11.5344164094298	0.0401677944645606	6.15746843719454	1.28156594430646	-11.0780687220535	0.0415348235046163	5.85190785322333	1.89479718603039	-1.45916618568208	-0.908143566801967
ENSG00000131849	-13.8625609934806	0.0693546903972677	5.04536047279984	0.249147207251854	-13.542154121283	0.0392319646234244	10.9664905956958	0.690075133582022	-1.71772903618203	-1.88693031209131
ENSG00000249471	-12.20113310685	0.119673607448945	1.99540968870366	0.139609336532981	-12.5825240247882	0.0155446162947983	28.7414840885841	-0.371805954093421	-0.626323850115279	-2.48239414558428
ENSG00000083812	-11.4635110806067	0.0757998674256366	3.13392683210712	1.15531135785953	-11.8480837644835	0.0640780086377019	3.92288970599311	0.573285675942559	-0.791401758120467	-0.791053616450702
ENSG00000083838	-11.6387862168749	0.149197237195942	1.54018890574177	1.91531943657061	-11.6444996369061	0.0451390059467896	5.69725390702356	1.9361493850663	-0.195235046217305	-1.05723270187568
ENSG00000083807	-11.9294130258051	0.211116679755841	1.0780794986438	-0.269347820192694	-12.3526249613887	0.0739437214786917	3.53076100339684	-0.806880678462253	0.0329734152061132	-0.837279350452266
ENSG00000119574	-11.7132759990257	0.0890647037850493	2.67129007316718	1.77395206176617	-11.7015938920102	0.0621344105637978	4.0288716299953	1.77428189891443	-0.744715182446775	-0.761906656526791
ENSG00000130726	-8.54231282381435	0.0359914643087413	6.36604106509358	5.47083035151708	-8.50831828251186	0.0247647226996562	9.31412256585435	5.48403336200505	-0.791641149939604	-1.1093376588577
ENSG00000130724	-9.04271585270362	0.0346184789087242	6.64275868501426	5.65368241603044	-9.03708259132954	0.0203808288163486	11.4469970538415	5.64692431600061	-0.869681652211304	-1.30745208456142
ENSG00000130725	-9.0499181450989	0.0198648824144284	11.6548165989722	5.88520966718054	-9.04812047187648	0.0236971750487006	9.8129330661548	5.84614931212521	-1.42565572924181	-1.15701206417872
ENSG00000099326	-10.837011906736	0.326192076536066	0.672394967311177	1.48849043933	-10.3788401974638	0.226166147945044	0.986433571651688	2.18681464899576	0.949271648367819	0.998047669912646
ENSG00000196476	-12.7579660763796	0.307660922421457	0.740944180345461	0.437456834665075	-11.7011558582698	0.196665999486176	1.16998006731649	1.98101389540703	0.124335331557602	0.390484725814806
ENSG00000247315	-10.5321552206304	0.0356046957236149	6.67602488433889	2.85712277838161	-10.64560930038	0.0551667198833358	4.26314182792851	2.64770167399664	-1.14039882771097	-0.479559549116313
ENSG00000177732	-10.5124764778124	0.164621818460327	1.36611853347182	2.32336682103425	-10.4729902768504	0.171463703318997	1.31453131168319	2.34422058396373	0.398503112101106	0.699354206383694
ENSG00000125841	-11.7662270614392	0.333398546933552	0.659256749363831	1.25177858668917	-10.0192558816102	0.0608808175368527	3.79169918657016	3.92850193181467	0.552823630200109	-0.247715324837793
ENSG00000125826	-9.85359260861166	0.115081923414852	1.96884416222077	4.11499129359676	-9.69607793813083	0.0386546131465016	6.01746731325194	4.35292262652121	0.245176257555503	-0.671798179091187
ENSG00000125875	-9.69945746309863	0.0197532657638569	11.8769788806189	3.27655368378867	-9.6044948490221	0.0269630510075395	8.69400102971778	3.37006876425663	-1.48844373671055	-1.02368292810205
