Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000030219	ENSPTRT00000058310	LRRN2	VGNC Symbol
ENSPTRG00000023825	ENSPTRT00000046258	ZNF517	VGNC Symbol
ENSPTRG00000023825	ENSPTRT00000094260	ZNF517	VGNC Symbol
ENSPTRG00000042375	ENSPTRT00000072456	SOX14	VGNC Symbol
ENSPTRG00000045688	ENSPTRT00000095990		
ENSPTRG00000045688	ENSPTRT00000097764		
ENSPTRG00000045688	ENSPTRT00000106952		
ENSPTRG00000045688	ENSPTRT00000109672		
ENSPTRG00000045688	ENSPTRT00000083236		
ENSPTRG00000045688	ENSPTRT00000091387		
ENSPTRG00000042986	ENSPTRT00000094571		
ENSPTRG00000046602	ENSPTRT00000098187		
ENSPTRG00000043431	ENSPTRT00000084019	RF00003	RFAM
ENSPTRG00000024240	ENSPTRT00000030336	ADH4	HGNC Symbol
ENSPTRG00000024240	ENSPTRT00000087889	ADH4	HGNC Symbol
ENSPTRG00000049407	ENSPTRT00000087149		
ENSPTRG00000017819	ENSPTRT00000032916	HIST1H1D	VGNC Symbol
ENSPTRG00000040060	ENSPTRT00000075425		
ENSPTRG00000043660	ENSPTRT00000084652		
ENSPTRG00000050174	ENSPTRT00000102042		
ENSPTRG00000005878	ENSPTRT00000010802	KPNA3	VGNC Symbol
ENSPTRG00000005878	ENSPTRT00000093475	KPNA3	VGNC Symbol
ENSPTRG00000005878	ENSPTRT00000077174	KPNA3	VGNC Symbol
ENSPTRG00000003214	ENSPTRT00000006148	OR52K2	VGNC Symbol
ENSPTRG00000042824	ENSPTRT00000095953		
ENSPTRG00000031818	ENSPTRT00000060998	RF00003	RFAM
ENSPTRG00000050905	ENSPTRT00000078542		
ENSPTRG00000030117	ENSPTRT00000058094	SLC35G2	VGNC Symbol
ENSPTRG00000001174	ENSPTRT00000105724	HAO2	VGNC Symbol
ENSPTRG00000001174	ENSPTRT00000049225	HAO2	VGNC Symbol
ENSPTRG00000014147	ENSPTRT00000080895	RGL4	NCBI gene
ENSPTRG00000014147	ENSPTRT00000026431	RGL4	NCBI gene
ENSPTRG00000014147	ENSPTRT00000084083	RGL4	NCBI gene
ENSPTRG00000014147	ENSPTRT00000108020	RGL4	NCBI gene
ENSPTRG00000049480	ENSPTRT00000095284	PIDD1	HGNC Symbol
ENSPTRG00000049480	ENSPTRT00000084265	PIDD1	HGNC Symbol
ENSPTRG00000048293	ENSPTRT00000077143		
ENSPTRG00000052341	ENSPTRT00000080178		
ENSPTRG00000046094	ENSPTRT00000099313		
ENSPTRG00000039214	ENSPTRT00000074826		
ENSPTRG00000047917	ENSPTRT00000081770		
ENSPTRG00000011836	ENSPTRT00000022032	CEBPZ	VGNC Symbol
ENSPTRG00000015280	ENSPTRT00000046614	GOLGB1	VGNC Symbol
ENSPTRG00000015280	ENSPTRT00000093551	GOLGB1	VGNC Symbol
ENSPTRG00000015280	ENSPTRT00000091459	GOLGB1	VGNC Symbol
ENSPTRG00000015280	ENSPTRT00000108314	GOLGB1	VGNC Symbol
ENSPTRG00000044155	ENSPTRT00000101185		
ENSPTRG00000047995	ENSPTRT00000097353		
ENSPTRG00000047995	ENSPTRT00000108365		
ENSPTRG00000047995	ENSPTRT00000101571		
ENSPTRG00000051020	ENSPTRT00000079507		
ENSPTRG00000046972	ENSPTRT00000109188		
ENSPTRG00000044211	ENSPTRT00000101836		
ENSPTRG00000003626	ENSPTRT00000006811	OR5J2	VGNC Symbol
ENSPTRG00000010847	ENSPTRT00000086709	SBSN	VGNC Symbol
ENSPTRG00000010847	ENSPTRT00000103700	SBSN	VGNC Symbol
ENSPTRG00000010847	ENSPTRT00000020082	SBSN	VGNC Symbol
ENSPTRG00000010847	ENSPTRT00000081831	SBSN	VGNC Symbol
ENSPTRG00000029801	ENSPTRT00000032911		
ENSPTRG00000052584	ENSPTRT00000084041		
ENSPTRG00000010689	ENSPTRT00000108623	KCNN1	VGNC Symbol
ENSPTRG00000010689	ENSPTRT00000019714	KCNN1	VGNC Symbol
ENSPTRG00000039641	ENSPTRT00000074146	TMEM158	VGNC Symbol
ENSPTRG00000014180	ENSPTRT00000105833	PIWIL3	VGNC Symbol
ENSPTRG00000014180	ENSPTRT00000026493	PIWIL3	VGNC Symbol
ENSPTRG00000014180	ENSPTRT00000111456	PIWIL3	VGNC Symbol
ENSPTRG00000016871	ENSPTRT00000031290	GZMA	VGNC Symbol
ENSPTRG00000046135	ENSPTRT00000110373	SMCO4	VGNC Symbol
ENSPTRG00000016297	ENSPTRT00000030325	PDHA2	VGNC Symbol
ENSPTRG00000004115	ENSPTRT00000108445	GAB2	VGNC Symbol
ENSPTRG00000004115	ENSPTRT00000050725	GAB2	VGNC Symbol
ENSPTRG00000004115	ENSPTRT00000083212	GAB2	VGNC Symbol
ENSPTRG00000016930	ENSPTRT00000031382	PPWD1	VGNC Symbol
ENSPTRG00000016930	ENSPTRT00000088441	PPWD1	VGNC Symbol
ENSPTRG00000016930	ENSPTRT00000105984	PPWD1	VGNC Symbol
ENSPTRG00000016930	ENSPTRT00000100640	PPWD1	VGNC Symbol
ENSPTRG00000017403	ENSPTRT00000101864	PPARGC1B	VGNC Symbol
ENSPTRG00000017403	ENSPTRT00000098764	PPARGC1B	VGNC Symbol
ENSPTRG00000017403	ENSPTRT00000032192	PPARGC1B	VGNC Symbol
ENSPTRG00000030829	ENSPTRT00000059653	OR4D1	VGNC Symbol
ENSPTRG00000016524	ENSPTRT00000030717	MND1	VGNC Symbol
ENSPTRG00000016524	ENSPTRT00000086326	MND1	VGNC Symbol
ENSPTRG00000016524	ENSPTRT00000087529	MND1	VGNC Symbol
ENSPTRG00000016524	ENSPTRT00000104920	MND1	VGNC Symbol
ENSPTRG00000016524	ENSPTRT00000100971	MND1	VGNC Symbol
ENSPTRG00000030133	ENSPTRT00000058135	DNAJB8	VGNC Symbol
ENSPTRG00000014743	ENSPTRT00000027570	MLH1	VGNC Symbol
ENSPTRG00000015843	ENSPTRT00000029578	HAUS3	VGNC Symbol
ENSPTRG00000015843	ENSPTRT00000084395	HAUS3	VGNC Symbol
ENSPTRG00000048668	ENSPTRT00000079210		
ENSPTRG00000006938	ENSPTRT00000100152	CHAC1	VGNC Symbol
ENSPTRG00000006938	ENSPTRT00000012789	CHAC1	VGNC Symbol
ENSPTRG00000040709	ENSPTRT00000072487		
ENSPTRG00000008574	ENSPTRT00000015819	EMC6	VGNC Symbol
ENSPTRG00000049054	ENSPTRT00000105936		
ENSPTRG00000009202	ENSPTRT00000077870	ATP6V0A1	VGNC Symbol
ENSPTRG00000009202	ENSPTRT00000016932	ATP6V0A1	VGNC Symbol
ENSPTRG00000009202	ENSPTRT00000106275	ATP6V0A1	VGNC Symbol
ENSPTRG00000022240	ENSPTRT00000099755	CUL4B	VGNC Symbol
ENSPTRG00000022240	ENSPTRT00000097763	CUL4B	VGNC Symbol
ENSPTRG00000022240	ENSPTRT00000041456	CUL4B	VGNC Symbol
ENSPTRG00000048237	ENSPTRT00000019555	OR7C1	VGNC Symbol
ENSPTRG00000026389	ENSPTRT00000053059	RF00263	RFAM
ENSPTRG00000015171	ENSPTRT00000028369	TRMT10C	VGNC Symbol
ENSPTRG00000011743	ENSPTRT00000021877	TMEM214	VGNC Symbol
ENSPTRG00000011743	ENSPTRT00000092230	TMEM214	VGNC Symbol
ENSPTRG00000043655	ENSPTRT00000087903		
ENSPTRG00000030297	ENSPTRT00000095537	METTL6	VGNC Symbol
ENSPTRG00000030297	ENSPTRT00000058534	METTL6	VGNC Symbol
ENSPTRG00000030297	ENSPTRT00000076507	METTL6	VGNC Symbol
ENSPTRG00000004125	ENSPTRT00000007690	RAB30	HGNC Symbol
ENSPTRG00000004125	ENSPTRT00000099152	RAB30	HGNC Symbol
ENSPTRG00000043099	ENSPTRT00000077309		
ENSPTRG00000041848	ENSPTRT00000072744	FNDC9	VGNC Symbol
ENSPTRG00000005050	ENSPTRT00000009291	OR6C74	VGNC Symbol
ENSPTRG00000052210	ENSPTRT00000006809	OR8H3	VGNC Symbol
ENSPTRG00000051784	ENSPTRT00000077644		
ENSPTRG00000043945	ENSPTRT00000081711		
ENSPTRG00000013849	ENSPTRT00000025828	HUNK	VGNC Symbol
ENSPTRG00000052602	ENSPTRT00000089610		
ENSPTRG00000007733	ENSPTRT00000014253	SEC14L5	VGNC Symbol
ENSPTRG00000016107	ENSPTRT00000030012	TMPRSS11E	VGNC Symbol
ENSPTRG00000016107	ENSPTRT00000097875	TMPRSS11E	VGNC Symbol
ENSPTRG00000015895	ENSPTRT00000106918	SORCS2	VGNC Symbol
ENSPTRG00000015895	ENSPTRT00000029671	SORCS2	VGNC Symbol
ENSPTRG00000015895	ENSPTRT00000079849	SORCS2	VGNC Symbol
ENSPTRG00000015895	ENSPTRT00000081887	SORCS2	VGNC Symbol
ENSPTRG00000011182	ENSPTRT00000020784	CCDC8	VGNC Symbol
ENSPTRG00000003451	ENSPTRT00000006508	SLC5A12	VGNC Symbol
ENSPTRG00000005756	ENSPTRT00000082047	USPL1	VGNC Symbol
ENSPTRG00000005756	ENSPTRT00000087186	USPL1	VGNC Symbol
ENSPTRG00000005756	ENSPTRT00000010588	USPL1	VGNC Symbol
ENSPTRG00000005659	ENSPTRT00000092947	GOLGA3	VGNC Symbol
ENSPTRG00000005659	ENSPTRT00000010424	GOLGA3	VGNC Symbol
ENSPTRG00000005659	ENSPTRT00000091914	GOLGA3	VGNC Symbol
ENSPTRG00000007529	ENSPTRT00000077424	NPRL3	VGNC Symbol
ENSPTRG00000007529	ENSPTRT00000081123	NPRL3	VGNC Symbol
ENSPTRG00000007529	ENSPTRT00000076794	NPRL3	VGNC Symbol
ENSPTRG00000007529	ENSPTRT00000084850	NPRL3	VGNC Symbol
ENSPTRG00000007529	ENSPTRT00000067068	NPRL3	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000065523	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000106529	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000096963	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000089640	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000092389	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000089500	RAB2A	VGNC Symbol
ENSPTRG00000020284	ENSPTRT00000085479	RAB2A	VGNC Symbol
ENSPTRG00000009903	ENSPTRT00000018189		
ENSPTRG00000046976	ENSPTRT00000087768		
ENSPTRG00000011605	ENSPTRT00000021624	ACP1	VGNC Symbol
ENSPTRG00000011605	ENSPTRT00000097710	ACP1	VGNC Symbol
ENSPTRG00000011605	ENSPTRT00000081447	ACP1	VGNC Symbol
ENSPTRG00000011605	ENSPTRT00000083376	ACP1	VGNC Symbol
ENSPTRG00000049305	ENSPTRT00000093474	IGHV1-3	HGNC Symbol
ENSPTRG00000052051	ENSPTRT00000088588		
ENSPTRG00000018387	ENSPTRT00000033998	MRAP2	VGNC Symbol
ENSPTRG00000005465	ENSPTRT00000010031	MAPKAPK5	VGNC Symbol
ENSPTRG00000005465	ENSPTRT00000077919	MAPKAPK5	VGNC Symbol
ENSPTRG00000005465	ENSPTRT00000096238	MAPKAPK5	VGNC Symbol
ENSPTRG00000005465	ENSPTRT00000109717	MAPKAPK5	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000019547	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000107373	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000105839	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000097245	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000105992	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000095966	ADGRE2	VGNC Symbol
ENSPTRG00000010601	ENSPTRT00000080044	ADGRE2	VGNC Symbol
ENSPTRG00000050076	ENSPTRT00000091939		
ENSPTRG00000046303	ENSPTRT00000082654		
ENSPTRG00000003306	ENSPTRT00000006274	OR10A5	VGNC Symbol
ENSPTRG00000052027	ENSPTRT00000052558	RF00181	RFAM
ENSPTRG00000022386	ENSPTRT00000041776	MAGEA1	VGNC Symbol
ENSPTRG00000051300	ENSPTRT00000103554		
ENSPTRG00000025512	ENSPTRT00000052182	RF00003	RFAM
ENSPTRG00000047872	ENSPTRT00000090436		
ENSPTRG00000046082	ENSPTRT00000099160	OR5F1	HGNC Symbol
ENSPTRG00000009928	ENSPTRT00000018232	HRH4	VGNC Symbol
ENSPTRG00000009928	ENSPTRT00000080850	HRH4	VGNC Symbol
ENSPTRG00000012903	ENSPTRT00000023922	IGFBP5	VGNC Symbol
ENSPTRG00000012770	ENSPTRT00000023662	ANKRD44	VGNC Symbol
ENSPTRG00000012770	ENSPTRT00000090999	ANKRD44	VGNC Symbol
ENSPTRG00000012770	ENSPTRT00000081862	ANKRD44	VGNC Symbol
ENSPTRG00000012770	ENSPTRT00000076449	ANKRD44	VGNC Symbol
ENSPTRG00000012770	ENSPTRT00000094927	ANKRD44	VGNC Symbol
ENSPTRG00000005502	ENSPTRT00000010099	HRK	VGNC Symbol
ENSPTRG00000046172	ENSPTRT00000085693		
ENSPTRG00000032788	ENSPTRT00000062801	RF00588	RFAM
ENSPTRG00000018228	ENSPTRT00000000693	RUNX2	VGNC Symbol
ENSPTRG00000018228	ENSPTRT00000106682	RUNX2	VGNC Symbol
ENSPTRG00000018228	ENSPTRT00000101410	RUNX2	VGNC Symbol
ENSPTRG00000018228	ENSPTRT00000078067	RUNX2	VGNC Symbol
ENSPTRG00000018228	ENSPTRT00000110799	RUNX2	VGNC Symbol
ENSPTRG00000018228	ENSPTRT00000098432	RUNX2	VGNC Symbol
ENSPTRG00000050678	ENSPTRT00000088360		
ENSPTRG00000015276	ENSPTRT00000028530	POLQ	VGNC Symbol
ENSPTRG00000015276	ENSPTRT00000100276	POLQ	VGNC Symbol
ENSPTRG00000043980	ENSPTRT00000090255	ZBED2	VGNC Symbol
ENSPTRG00000017672	ENSPTRT00000032665	RIPK1	VGNC Symbol
ENSPTRG00000014891	ENSPTRT00000027868	COL7A1	HGNC Symbol
ENSPTRG00000040861	ENSPTRT00000072670	INAFM1	VGNC Symbol
ENSPTRG00000020410	ENSPTRT00000037772	TMEM64	VGNC Symbol
ENSPTRG00000020410	ENSPTRT00000094130	TMEM64	VGNC Symbol
ENSPTRG00000020410	ENSPTRT00000083524	TMEM64	VGNC Symbol
ENSPTRG00000005051	ENSPTRT00000009293	OR9K2	VGNC Symbol
ENSPTRG00000051436	ENSPTRT00000082387		
ENSPTRG00000051436	ENSPTRT00000097222		
ENSPTRG00000012258	ENSPTRT00000022763	ACTR1B	VGNC Symbol
ENSPTRG00000012258	ENSPTRT00000108205	ACTR1B	VGNC Symbol
ENSPTRG00000011169	ENSPTRT00000020762	SYMPK	VGNC Symbol
ENSPTRG00000011169	ENSPTRT00000098779	SYMPK	VGNC Symbol
ENSPTRG00000011169	ENSPTRT00000096064	SYMPK	VGNC Symbol
ENSPTRG00000011169	ENSPTRT00000078004	SYMPK	VGNC Symbol
ENSPTRG00000011169	ENSPTRT00000104710	SYMPK	VGNC Symbol
ENSPTRG00000003684	ENSPTRT00000006893	GLYATL2	VGNC Symbol
ENSPTRG00000045835	ENSPTRT00000086729		
ENSPTRG00000044680	ENSPTRT00000089466		
ENSPTRG00000037769	ENSPTRT00000071371	RF00003	RFAM
ENSPTRG00000011201	ENSPTRT00000080001	ZC3H4	VGNC Symbol
ENSPTRG00000011201	ENSPTRT00000020812	ZC3H4	VGNC Symbol
ENSPTRG00000008258	ENSPTRT00000015222	DDX28	VGNC Symbol
ENSPTRG00000051301	ENSPTRT00000093666		
ENSPTRG00000023535	ENSPTRT00000045297	OR52M1	VGNC Symbol
ENSPTRG00000000416	ENSPTRT00000000817	STX12	VGNC Symbol
ENSPTRG00000000416	ENSPTRT00000092401	STX12	VGNC Symbol
ENSPTRG00000042905	ENSPTRT00000060658	RF00181	RFAM
ENSPTRG00000043804	ENSPTRT00000080800	TEX19	VGNC Symbol
ENSPTRG00000051977	ENSPTRT00000108794		
ENSPTRG00000038463	ENSPTRT00000072065	RF00003	RFAM
ENSPTRG00000044121	ENSPTRT00000086033		
ENSPTRG00000049216	ENSPTRT00000111235	BCORL1	HGNC Symbol
ENSPTRG00000049216	ENSPTRT00000099768	BCORL1	HGNC Symbol
ENSPTRG00000049216	ENSPTRT00000088951	BCORL1	HGNC Symbol
ENSPTRG00000048165	ENSPTRT00000098337		
ENSPTRG00000023075	ENSPTRT00000046123	SIPA1L1	VGNC Symbol
ENSPTRG00000023075	ENSPTRT00000110698	SIPA1L1	VGNC Symbol
ENSPTRG00000023075	ENSPTRT00000101141	SIPA1L1	VGNC Symbol
ENSPTRG00000023075	ENSPTRT00000090772	SIPA1L1	VGNC Symbol
ENSPTRG00000044531	ENSPTRT00000106231	KRTAP9-2	NCBI gene
ENSPTRG00000013725	ENSPTRT00000025602	DIDO1	HGNC Symbol
ENSPTRG00000013725	ENSPTRT00000103370	DIDO1	HGNC Symbol
ENSPTRG00000013725	ENSPTRT00000084199	DIDO1	HGNC Symbol
ENSPTRG00000012761	ENSPTRT00000023649	DNAH7	VGNC Symbol
ENSPTRG00000012761	ENSPTRT00000102225	DNAH7	VGNC Symbol
ENSPTRG00000010604	ENSPTRT00000019557	OR7A10	VGNC Symbol
ENSPTRG00000018800	ENSPTRT00000034734	GPR31	VGNC Symbol
ENSPTRG00000009801	ENSPTRT00000017993	UTS2R	VGNC Symbol
ENSPTRG00000045298	ENSPTRT00000102102		
ENSPTRG00000052199	ENSPTRT00000078332		
ENSPTRG00000049491	ENSPTRT00000077856		
ENSPTRG00000044113	ENSPTRT00000087426		
ENSPTRG00000050415	ENSPTRT00000091795	DUSP14	VGNC Symbol
ENSPTRG00000050341	ENSPTRT00000082403		
ENSPTRG00000048899	ENSPTRT00000080963	FAM237B	HGNC Symbol
ENSPTRG00000021578	ENSPTRT00000039987	TRAF2	VGNC Symbol
ENSPTRG00000045356	ENSPTRT00000108515	TMEM250	VGNC Symbol
ENSPTRG00000043683	ENSPTRT00000086610		
ENSPTRG00000043683	ENSPTRT00000083003		
ENSPTRG00000043683	ENSPTRT00000100058		
ENSPTRG00000014900	ENSPTRT00000027891	SLC25A20	VGNC Symbol
ENSPTRG00000014900	ENSPTRT00000090512	SLC25A20	VGNC Symbol
ENSPTRG00000014900	ENSPTRT00000100046	SLC25A20	VGNC Symbol
ENSPTRG00000000458	ENSPTRT00000108930	SERINC2	VGNC Symbol
ENSPTRG00000000458	ENSPTRT00000089624	SERINC2	VGNC Symbol
ENSPTRG00000000458	ENSPTRT00000000893	SERINC2	VGNC Symbol
ENSPTRG00000000458	ENSPTRT00000090938	SERINC2	VGNC Symbol
ENSPTRG00000043870	ENSPTRT00000109614		
ENSPTRG00000011636	ENSPTRT00000080655	ASAP2	VGNC Symbol
ENSPTRG00000011636	ENSPTRT00000081128	ASAP2	VGNC Symbol
ENSPTRG00000011636	ENSPTRT00000094748	ASAP2	VGNC Symbol
ENSPTRG00000011636	ENSPTRT00000021685	ASAP2	VGNC Symbol
ENSPTRG00000003515	ENSPTRT00000006617	LRRC4C	VGNC Symbol
ENSPTRG00000010507	ENSPTRT00000019360	ZNF653	VGNC Symbol
ENSPTRG00000002939	ENSPTRT00000042413	SMC3	VGNC Symbol
ENSPTRG00000002939	ENSPTRT00000104426	SMC3	VGNC Symbol
ENSPTRG00000002939	ENSPTRT00000080492	SMC3	VGNC Symbol
ENSPTRG00000002939	ENSPTRT00000102106	SMC3	VGNC Symbol
ENSPTRG00000045563	ENSPTRT00000078887		
ENSPTRG00000047667	ENSPTRT00000100891		
ENSPTRG00000002523	ENSPTRT00000004715	SLC16A9	VGNC Symbol
ENSPTRG00000002523	ENSPTRT00000095993	SLC16A9	VGNC Symbol
ENSPTRG00000042896	ENSPTRT00000110279		
ENSPTRG00000028447	ENSPTRT00000055281	CCDC89	HGNC Symbol
ENSPTRG00000042025	ENSPTRT00000073238		
ENSPTRG00000020570	ENSPTRT00000089494	MTSS1	VGNC Symbol
ENSPTRG00000020570	ENSPTRT00000038052	MTSS1	VGNC Symbol
ENSPTRG00000020570	ENSPTRT00000098958	MTSS1	VGNC Symbol
ENSPTRG00000020570	ENSPTRT00000107023	MTSS1	VGNC Symbol
ENSPTRG00000020570	ENSPTRT00000078468	MTSS1	VGNC Symbol
ENSPTRG00000020570	ENSPTRT00000090139	MTSS1	VGNC Symbol
ENSPTRG00000005440	ENSPTRT00000091478	GPN3	VGNC Symbol
ENSPTRG00000005440	ENSPTRT00000009989	GPN3	VGNC Symbol
ENSPTRG00000018731	ENSPTRT00000034583	CLDN20	VGNC Symbol
ENSPTRG00000044935	ENSPTRT00000102045	MXI1	VGNC Symbol
ENSPTRG00000044935	ENSPTRT00000096642	MXI1	VGNC Symbol
ENSPTRG00000044935	ENSPTRT00000044136	MXI1	VGNC Symbol
ENSPTRG00000044935	ENSPTRT00000098514	MXI1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000097311	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000046896	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000089168	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000095535	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000082919	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000097986	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000089097	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000103408	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000091763	TPM1	VGNC Symbol
ENSPTRG00000007141	ENSPTRT00000086752	TPM1	VGNC Symbol
ENSPTRG00000002422	ENSPTRT00000004488	GJD4	VGNC Symbol
ENSPTRG00000049826	ENSPTRT00000079149		
ENSPTRG00000013370	ENSPTRT00000024834	CCM2L	VGNC Symbol
ENSPTRG00000052685	ENSPTRT00000108477	SMIM12	HGNC Symbol
ENSPTRG00000007336	ENSPTRT00000013530	IDH3A	VGNC Symbol
ENSPTRG00000007336	ENSPTRT00000089291	IDH3A	VGNC Symbol
ENSPTRG00000007336	ENSPTRT00000095620	IDH3A	VGNC Symbol
ENSPTRG00000007336	ENSPTRT00000081991	IDH3A	VGNC Symbol
ENSPTRG00000007336	ENSPTRT00000095816	IDH3A	VGNC Symbol
ENSPTRG00000028721	ENSPTRT00000055704	OR10A2	HGNC Symbol
ENSPTRG00000002292	ENSPTRT00000106432	DHTKD1	VGNC Symbol
ENSPTRG00000002292	ENSPTRT00000004199	DHTKD1	VGNC Symbol
ENSPTRG00000024363	ENSPTRT00000021496	ZNF835	VGNC Symbol
ENSPTRG00000043340	ENSPTRT00000091988		
ENSPTRG00000045377	ENSPTRT00000091783		
ENSPTRG00000014496	ENSPTRT00000044232	SMC1B	VGNC Symbol
ENSPTRG00000014496	ENSPTRT00000101349	SMC1B	VGNC Symbol
ENSPTRG00000040350	ENSPTRT00000074058	PYDC2	HGNC Symbol
ENSPTRG00000049323	ENSPTRT00000106640		
ENSPTRG00000003619	ENSPTRT00000006804	OR5AS1	VGNC Symbol
ENSPTRG00000048552	ENSPTRT00000094011		
ENSPTRG00000048006	ENSPTRT00000095753		
ENSPTRG00000041579	ENSPTRT00000075751	RF00003	RFAM
ENSPTRG00000049859	ENSPTRT00000090446		
ENSPTRG00000003245	ENSPTRT00000006192	OR51B6	VGNC Symbol
ENSPTRG00000017913	ENSPTRT00000033071		
ENSPTRG00000045092	ENSPTRT00000106699	NHLH1	VGNC Symbol
ENSPTRG00000003226	ENSPTRT00000006163	OR51S1	HGNC Symbol
ENSPTRG00000048688	ENSPTRT00000082520	ARL4D	VGNC Symbol
ENSPTRG00000002129	ENSPTRT00000095616	ARID4B	VGNC Symbol
ENSPTRG00000002129	ENSPTRT00000003892	ARID4B	VGNC Symbol
ENSPTRG00000044563	ENSPTRT00000095514		
ENSPTRG00000017349	ENSPTRT00000032100	RELL2	VGNC Symbol
ENSPTRG00000017349	ENSPTRT00000094883	RELL2	VGNC Symbol
ENSPTRG00000017349	ENSPTRT00000088418	RELL2	VGNC Symbol
ENSPTRG00000046140	ENSPTRT00000105267		
ENSPTRG00000013519	ENSPTRT00000082329	HNF4A	VGNC Symbol
ENSPTRG00000013519	ENSPTRT00000095799	HNF4A	VGNC Symbol
ENSPTRG00000013519	ENSPTRT00000096740	HNF4A	VGNC Symbol
ENSPTRG00000013519	ENSPTRT00000025158	HNF4A	VGNC Symbol
ENSPTRG00000013519	ENSPTRT00000082592	HNF4A	VGNC Symbol
ENSPTRG00000046948	ENSPTRT00000102659	TAS2R40	UniProtKB Gene Name
ENSPTRG00000049844	ENSPTRT00000077120		
ENSPTRG00000009007	ENSPTRT00000016597	ZNF830	VGNC Symbol
ENSPTRG00000023897	ENSPTRT00000018494	SERPINB2	VGNC Symbol
ENSPTRG00000023897	ENSPTRT00000078904	SERPINB2	VGNC Symbol
ENSPTRG00000044775	ENSPTRT00000092736		
ENSPTRG00000052137	ENSPTRT00000081774	FUT9	VGNC Symbol
ENSPTRG00000012019	ENSPTRT00000022368	ANXA4	VGNC Symbol
ENSPTRG00000012019	ENSPTRT00000087644	ANXA4	VGNC Symbol
ENSPTRG00000045590	ENSPTRT00000106268	TAS2R60	UniProtKB Gene Name
ENSPTRG00000047752	ENSPTRT00000085108		
ENSPTRG00000016811	ENSPTRT00000097918	RICTOR	VGNC Symbol
ENSPTRG00000016811	ENSPTRT00000050416	RICTOR	VGNC Symbol
ENSPTRG00000016811	ENSPTRT00000084844	RICTOR	VGNC Symbol
ENSPTRG00000016811	ENSPTRT00000081591	RICTOR	VGNC Symbol
ENSPTRG00000016811	ENSPTRT00000090778	RICTOR	VGNC Symbol
ENSPTRG00000005401	ENSPTRT00000009911	ASCL4	VGNC Symbol
ENSPTRG00000046261	ENSPTRT00000090986		
ENSPTRG00000012039	ENSPTRT00000087137	ANKRD53	VGNC Symbol
ENSPTRG00000012039	ENSPTRT00000042532	ANKRD53	VGNC Symbol
ENSPTRG00000012039	ENSPTRT00000089616	ANKRD53	VGNC Symbol
ENSPTRG00000020509	ENSPTRT00000037943	NUDCD1	VGNC Symbol
ENSPTRG00000020509	ENSPTRT00000105408	NUDCD1	VGNC Symbol
ENSPTRG00000016191	ENSPTRT00000030138	SOWAHB	HGNC Symbol
ENSPTRG00000046691	ENSPTRT00000105809	PAQR7	VGNC Symbol
ENSPTRG00000050171	ENSPTRT00000097627	SPRR2A	HGNC Symbol
ENSPTRG00000047773	ENSPTRT00000085078	TRBV16	HGNC Symbol
ENSPTRG00000021538	ENSPTRT00000039903	LCN1	VGNC Symbol
ENSPTRG00000003225	ENSPTRT00000006162	OR51F2	VGNC Symbol
ENSPTRG00000013585	ENSPTRT00000025302	OCSTAMP	VGNC Symbol
ENSPTRG00000050883	ENSPTRT00000090541		
ENSPTRG00000017848	ENSPTRT00000032957	ZNF391	VGNC Symbol
ENSPTRG00000001521	ENSPTRT00000002789	ACKR1	VGNC Symbol
ENSPTRG00000046177	ENSPTRT00000099731		
ENSPTRG00000046476	ENSPTRT00000094769		
ENSPTRG00000046736	ENSPTRT00000088215	TMEM100	VGNC Symbol
ENSPTRG00000032724	ENSPTRT00000062737	RF00181	RFAM
ENSPTRG00000008730	ENSPTRT00000016078	BORCS6	VGNC Symbol
ENSPTRG00000047912	ENSPTRT00000105773	TRBV17	HGNC Symbol
ENSPTRG00000024052	ENSPTRT00000048038	OR13G1	VGNC Symbol
ENSPTRG00000048538	ENSPTRT00000100256		
ENSPTRG00000044462	ENSPTRT00000100684		
