	C.4x0519	C.4x373	C.476	C.4x0025	C.438	C.462	C.4X0354	C.503	C.317	C.623	C.554	C.4X0095	C.549	C.4X0267	C.4X0339	C.529	C.495	C.338	C.4X0550	C.558	C.4x523	C.389	C.4x0043	C.4X0357	C.88A020	C.554_2	C.Little_R	C.676	C.456	C.537	C.MD_And	C.724	C.4x0430	C.95A014	C.4X0333	C.522	C.295	C.4X0212	C.570	H.SRR1477033	H.SRR601645	H.SRR599086	H.SRR604230	H.SRR1478189	H.59263	H.SRR1477015	H.62905	H.63060	H.SRR600852	H.62606	H.SRR601986	H.SRR604174	H.SRR608096	H.62765	H.SRR614996	H.SRR602106	H.SRR601868	H.SRR612335	H.SRR598589	H.SRR600474	H.SRR603449	H.SRR606939	H.SRR1481012	H.SRR599249	H.59365	H.SRR607313	H.63145	H.SRR1477569	H.SRR601239	H.SRR607252	H.SRR612875	H.SRR601613	H.SRR614683	H.SRR604122	H.59511	H.62850	H.SRR599380
ENSG00000235162	6.47992569349675	2.25643620221229	1.8128607592911	4.36082162157892	1.0210268616162	2.48887805164855	0.637162188208319	1.15609074849939	3.85175664267228	0.807291006973046	0.333972814201881	3.38386411545554	2.61406133308818	1.44697369854782	0.564109050553071	6.75134351735995	15.6331341150943	1.76610051739018	1.40675715962744	0.31858109410416	2.03892368371711	6.03199625173206	2.1991720534783	0.308282597724813	1.00086121724741	1.54092036476777	1.69862129829526	1.3162544512905	0.968942819621105	11.683710759702	0.662287694021319	1.83960551643588	0.664864892043463	0.98793209417221	2.47093822360109	4.62104507439743	2.23504883350489	1.95406237653066	0.330197221021665	0.974307583957771	0.824008345944296	0.589707707541657	0.911655238730599	0.579212068336282	5.39554277190747	0.15737374691154	2.56277884824045	0.682809434896897	0.407978675770575	3.66156218005937	0.891913542318303	1.17840558445382	2.05826073635356	0.218554741827684	1.2463840617819	1.14764009257711	0.541855082512266	0.66740909254121	3.37260317523844	0.920950504290684	0.0884561561312485	1.97525301724963	2.00091441788898	1.68817595930847	3.77696992587697	2.18589960585215	2.59467585260821	1.01994668942644	0.620603759332096	0.467192807881016	1.12717055904278	1.12714278419362	0.842996861335353	0.213665839162612	0.966433762170195	1.02667278791798	0.266963637016484
ENSG00000167173	58.513254710895	15.2999739670943	12.8372118845297	23.3118888855946	7.38641672470216	15.8940985738456	6.68210401862159	12.3132130559191	15.4672914901916	20.6936866167453	30.8471170580039	31.121948370393	33.4753425827883	36.8804145402631	5.66099036782489	29.464006613201	21.1223744598758	20.4069980313852	11.8328304839986	14.8232750539675	33.7067179316141	16.5789038149487	17.7161777510265	22.4799062827768	28.1376519513142	14.0303029470491	32.6419191378746	22.9244609940296	8.73972543430159	24.3680076085884	17.3338173503047	12.2840824939816	18.692974533106	14.8433253276833	28.1714323445584	17.6417400293835	66.7145605811441	39.364290861182	21.9256825522327	34.1863394806069	23.2846250935665	55.4549479295158	47.6181556748261	14.4441954340911	89.7741550854579	17.7328081195316	50.1087259579275	29.7755824388299	23.0879237769108	30.1308092719773	66.0281759294026	63.0103070447489	62.5674002642381	23.3807360814823	25.3999665924134	26.0391615389984	52.0309927354065	73.1645329150547	57.8496963398396	20.1343522867899	37.5406152466623	64.05228871587	35.0339025901403	85.2370515602494	30.4053856342341	70.5069683832785	30.2588315920194	19.8526733113564	20.4517652771679	46.8058740596157	17.8547403844306	44.1921239075649	20.0043254361751	56.5633794196516	26.3991499473717	57.9892688675569	68.6440697830033
ENSG00000187699	85.2387952879816	19.9612982026816	209.894895274172	36.3492107474683	44.1641537556769	149.927649880327	25.6301003899776	331.751561852948	63.7727858701362	72.5020997654142	26.9270281277603	38.5924111680889	118.459685425581	91.1960461670241	32.0613901633805	33.5050207488062	20.6648427489392	53.0976435467112	213.107863542271	21.0979484917499	130.824648647368	58.1157451503708	47.577248552528	26.2067578280465	64.13150679403	98.2197943881432	7.7666962394993	42.5429984860242	80.1642174957213	14.6112270302087	62.3456928374299	409.041740434371	47.6969917013486	151.559121263177	77.1289210328995	72.3217462834107	49.0199344362879	54.3993246748442	71.4391845235255	33.2026892336378	25.3869168096683	42.2906735744472	45.5471308282622	15.5245985277583	54.2414847688442	20.8037341798343	25.6281141231302	60.9418146932296	24.4517881176846	35.9738462068382	13.2698715814582	50.4273880406622	10.1471844419996	27.5985042251707	25.7312989177814	14.915274113364	23.3926886935694	53.0622899570848	32.6210362835595	15.7157104059852	32.161170921885	64.4505065130554	33.1014893982053	49.6776461084095	95.425824172718	51.8024757941779	31.4143580343343	21.2867089450909	30.0277559247162	30.1774299670999	27.0024206126384	20.1070362481469	33.1182050702049	35.3352344293477	12.1204426351428	28.7653318885261	83.0409848480931
ENSG00000119965	67.9975329000122	18.2610518976963	49.2927753729026	47.6693119281609	17.4929702357111	26.6928741584225	19.3707629193007	36.1233518653317	25.8717819056919	14.3792111793123	28.6183810295106	31.5697900231015	48.4589567895725	54.3868700389761	49.2408909147998	8.90897563557873	30.8804665031158	25.5254565684357	31.2877433569442	10.3551152839879	27.4968797780883	30.6099280105134	15.7325487020711	21.2529430828192	30.8075415718395	37.814362594628	7.14001986152712	84.1287371473636	22.0590504509689	27.3025158387619	25.6784563081066	25.3191503774211	24.1619356626384	21.1618143390189	28.0277637311662	17.0647403260368	46.8351893862128	28.9336807958204	31.0777487859394	6.28008497134397	8.10629163170576	8.05236696246721	10.6425612654005	2.9366679309208	12.9042376523817	5.30433484461307	17.3259312817362	4.31353055159026	5.23820095235482	7.04326521709249	5.96746203074773	13.1195775496029	9.56095472368321	8.48284439594837	4.11304396876052	2.98591074729265	7.45921019559089	12.0448925393987	8.43325696151905	7.07788149932518	5.80826469423865	14.5226617267445	9.88802113449281	6.06609462291446	17.7175720582952	14.050382084194	4.77764459828035	4.53145955402123	4.79232478688768	6.01846597972848	5.03983771722551	12.3322459479392	9.15254263773377	6.67701942980604	4.21862619342264	10.8219688903245	12.2490432604054
ENSG00000111412	51.3247290516419	24.1922595339648	130.138018257365	123.137754625322	21.3655373775406	62.9719316926283	7.52248720048803	23.8506870253163	31.3744537708886	22.267081075197	29.657284878327	19.5176645860371	41.1846053126061	32.7449230521305	22.9268182660343	60.8575130384851	70.4151845549302	31.23476188402	83.1185462026824	14.1269759629504	50.0461784354451	27.510604784326	26.8498943715451	18.0751499554301	22.689549405003	31.5982910384773	13.021744375726	42.1317504499202	67.328156037994	61.1780765911149	26.4335175295165	55.430712600067	25.3724568287647	24.324384880834	41.5492561021703	34.8024233269726	51.9942593724854	30.1540516789696	28.0842462165826	7.40824092720743	31.1028959494211	24.2840106657701	20.0205766710393	9.72432254645972	58.2897963316604	7.01751575241953	18.4651863042874	20.426854937446	12.8368173760617	20.1439471161721	18.1836901484304	49.5224376353877	25.924922857984	21.7587563557376	7.30597279823972	10.7545139045182	13.5300726703827	21.0467921523185	27.597365976579	25.4069439201296	16.2862826021932	15.3618857814602	32.9208836208272	50.3387943026805	21.7476785346209	27.383031962608	27.2106813004354	8.28475447674902	16.2681496963517	28.9201351848757	13.463647281662	31.5607756531979	10.8793781778688	13.9875034769718	14.6361099826389	26.7581347900873	17.082694443413
ENSG00000166398	105.692870365433	85.5544900054638	92.4922774947201	45.0554772011351	32.6886446374291	39.0596414789961	59.3358897000593	35.9337301266509	113.215998454723	65.6122852049425	56.2280555408562	66.3906763890539	100.925638995092	60.3281280664821	83.5925037857416	112.452285491812	73.0906878076425	53.7337676230305	58.6677156501922	44.4961385557515	37.0851646750288	85.6988455340358	53.4592602151619	45.4692674243807	54.2665977906622	89.0224490139431	49.6080905016838	117.302994288242	47.1459751734585	79.0960103903905	44.6455530003825	48.1593976793118	46.1604097121225	34.0196571111656	167.306088264505	47.6988668674047	82.3704501949166	66.9741881932546	63.2377924068914	58.9399887586034	59.3568221327146	71.5929686733213	113.367093416542	27.5892572976336	78.7660393652821	19.8132152807694	32.9774962227532	34.9976732015707	88.1812323443588	15.7252759349113	38.8292038849159	65.4224944391787	68.8043271750315	34.5188884917906	40.8072632771697	67.8069469807715	59.7192617801853	50.0756407894584	92.8732810418242	59.0505960512045	54.2330195025347	118.932607074131	53.6824464164481	74.608788870985	34.1248248175353	66.7270408520591	61.9021344752782	73.3550622923259	31.0410394756844	38.5797657443276	39.8271234183014	65.642082338225	41.4386656749653	87.7113672477025	49.8925190130121	55.285720878794	58.0472006744323
ENSG00000175899	1168.88885888292	890.594966640949	880.456298560176	858.157938069139	295.269268826886	527.955115091987	466.31691505107	794.095974652176	461.267836845751	934.99501714094	741.045113277871	897.65844424911	1562.89546394898	834.384792573722	876.771984897076	230.393331557666	667.163600627414	400.858124494538	439.293464597979	321.112957087688	864.831369435573	913.312885976235	1242.59303124164	493.122033160771	1109.48281133652	738.481425957365	339.880136147093	3761.57890705139	495.694743654373	650.535009586689	259.24190248928	947.426878311149	1619.40930695597	476.663583186188	576.026033848813	1296.639536973	744.952447059961	1504.91555838967	761.672575813436	1660.23774957282	2506.33942932744	554.667163405335	2998.78592182907	756.8377604523	3933.84522604986	443.002788201353	856.807046410719	1177.99850006402	460.833827083862	876.716111955401	1023.13510250217	2369.51504976938	721.260529382678	696.389715499171	359.388053525766	678.14850564805	827.093367593563	2434.37149366708	2291.42834245555	1225.36660575801	491.031652708447	4689.33642927241	923.935125596331	1375.6077552231	2249.91939079404	1517.98117743822	2225.34847459393	622.647947378777	1168.07247490447	912.126857815937	2015.84193509792	700.348096455348	622.63917193189	1245.67769517351	951.733687980792	1199.20138571538	2994.31088552801
ENSG00000124608	22.9956959792425	9.55671695304538	30.6492206440456	16.2105265970297	17.6342214467401	17.7481006299145	16.3885499335525	85.8072544674616	23.3483963308698	40.2347504330584	25.277313655147	36.142837793505	8.89256793108132	27.0315036830949	24.1279850069283	8.10074769066056	17.5977982867914	19.2546634175216	21.2426878857271	17.6467879322897	89.4426239043592	29.505871668462	54.3868507898806	20.7516810793347	24.6362856416806	8.98952739450433	3.44725241370728	15.5523758779598	13.6961094976117	11.9202604453594	22.9244878807622	38.7706570349605	27.964339521935	32.7183249320781	38.4138943649786	55.1273676690166	45.5322789639657	33.4736062598529	13.2280410812814	13.7516256434946	42.7376059567052	42.4633499694055	41.2242720618937	22.5040334850339	21.6489865876168	14.5226617267445	12.9733811125488	9.96310086551406	30.2948608651097	27.7559695160152	10.947631336631	35.6696541041304	22.7272372469067	14.5871294084945	16.7594603453769	27.9900413649856	26.676313297785	45.2968998118042	19.6960534614992	22.8667591241885	24.804312602321	43.1531553030922	25.1658008864895	18.4368402036818	22.7263027021574	32.0803091694259	12.6836523933666	19.4674557183737	48.8746419738528	10.947631336631	21.7426912546156	31.8399154401552	28.3581956332969	16.3994719370036	16.7663119067488	21.8768092316563	46.5254713868885
ENSG00000181409	25.8071451719948	19.5643769157249	58.2102983248014	33.1899360750675	83.7024090874952	21.2855166382989	22.6236572776838	35.3684398205996	18.5926408290698	21.0708564733883	26.1220357891839	34.2450136464875	25.1847654625896	68.1443571861823	29.6324085428106	40.1591508263815	52.6576464787625	81.5707687881532	8.88230205583148	29.4492862373742	23.6129598225489	33.7272873128603	12.4673527299755	17.4955637019405	12.8857518406256	20.1943333474165	10.1766738042071	82.0687499192096	36.8466722132694	38.5449509712128	38.5116347414452	26.9403155447141	65.4489744602579	18.6149683266314	24.1349057386269	35.5731696696201	63.10803486324	19.4790450975994	23.3873640651756	14.2282563174988	18.6181127799629	29.6455072637227	19.3668396053714	13.5747196183318	4.37109483655368	12.6775064569817	19.2078710231326	7.81412066359794	18.6540841365268	23.5332754894415	15.7046296521148	12.9145987951623	22.8420284815278	6.47664403685116	7.41473362519799	28.1699006971657	28.9443258154216	23.761768334412	14.0752643140848	10.2399620289796	12.8690382534498	28.3842040777137	13.2316761622729	10.8965149854088	8.83152135205464	7.00664477573391	3.36520524928671	5.30590228570262	26.4561982413149	17.6919438982158	14.0645288248685	37.7830448940571	17.2183951223604	8.47398128594056	11.2784518619937	16.1304315742193	25.4915522361508
ENSG00000154262	33.0487883317325	8.41081028506231	19.6545319903706	9.98086423034617	16.5300668421927	45.7349070757205	36.5117024658761	37.9313555143628	99.9028753624943	37.1296230081604	54.0545777291617	20.2214655931763	40.5248515395393	30.3956120276261	13.8293130648621	17.0974372671336	22.0340265424168	49.6183128851534	24.7413143138794	40.4569017129534	74.8586457356984	72.4047155009827	23.2593615395948	45.9078592934021	30.0389488887285	27.7350094405614	15.4553959462506	40.1670106562271	26.0472687984631	40.6424174803503	17.7388982609245	35.7621565050426	41.5362486767765	32.408996402713	99.2633832726917	18.6715058230692	109.32015414472	20.9609643349192	20.8900754283306	41.3942707474508	30.8347253201471	147.556873183782	67.6775732596254	18.5771530553531	39.1720705131456	24.4628546049331	30.5149967520066	8.17576138362982	52.5376627964921	17.2072331064838	39.3335040930285	99.8768961542634	130.006781520207	12.8102763971055	82.726132959833	108.013590868487	34.0949511158517	46.4075743689029	85.0847754044304	24.3789701567003	50.9788502839804	81.105274253932	18.7332635852301	18.3752621679847	23.7380292833054	24.0982918275192	25.4282864258201	51.7881954242169	30.3428955624194	22.6447759695996	40.4167155837232	51.9184635799613	27.7390481156961	45.1138074479749	42.6627302383558	22.9879176415289	97.2009195023395
ENSG00000141338	260.411928538246	78.451525111766	160.27124222045	110.146419966404	99.4395151193009	376.879716570282	99.418291198629	175.92794757957	207.703069466142	122.83552964259	122.046551467204	89.3632839104727	452.863993818892	293.990806833709	77.3561733804507	153.722943084421	323.565586811507	241.535846381862	418.973239102504	173.80476908943	243.697857347576	149.003327805272	72.5297521224175	76.4177839300335	93.3409668957782	305.296516881481	316.540639329198	98.9711142117408	161.243761894118	420.735853192828	95.8661692643681	439.544367345653	136.556994603054	96.2096239681697	268.813478135672	102.467279277756	246.127212125528	72.1814878574049	217.754201952432	170.498970661171	74.643858592953	308.505001862256	269.393282459158	62.4543029785695	169.056163772432	95.0764959296772	272.543295288407	44.1133568789016	76.4496844931322	98.5369664583101	124.424740339028	284.614742959122	296.965103905275	46.2514501131058	453.202920014819	119.529681241096	98.8350117839817	133.658787500558	173.02644150482	96.4246386169721	89.2833724144805	435.823155897832	78.2499612391844	160.692600919135	152.606464419762	156.50959064014	141.613610236102	192.006322976982	46.5209379033213	64.7763602394653	317.413088762773	112.848450605318	143.759918533377	204.529645893904	82.8855453861616	64.9268186003364	250.80648567744
