1	-0.0880323	-0.0545554	-0.0556486	-0.0399661	-0.0456135	-0.280755	-0.0537706	-0.0576261	-0.0516352	-0.0475976	-0.428862	-0.0426892	-0.0388912	-0.252104	-0.0503482	-0.0588645	-0.0403113	-0.0388585	-0.0903067	-0.26129	-0.210852	-0.0311931	-0.0327703	-0.068647	-0.166932	-0.0406615	-0.0482349	-0.0343323	-0.803715	0.096268	-0.0432042	-0.0490281	-0.178535	-0.129667	-0.0703314	-0.0415656	-0.122999	-1.23908
-0.0880323	1	-0.101622	-0.0945912	-0.0758718	-0.0943114	0.055543	-0.109221	-0.0920266	-0.0941441	-0.0782758	-0.296614	-0.0775766	-0.072045	-0.164139	-0.082918	0.203065	-0.0743306	-0.0745294	-0.124711	-0.121474	-0.11974	-0.0803133	-0.0844355	-0.112577	-0.0939239	-0.0775559	-0.0708885	-0.0696035	-0.598927	-0.0768574	-0.075911	-0.0842756	-0.0964597	-0.0676399	-0.128494	-0.0780718	-0.177323	-0.952086
-0.0545554	-0.101622	1	-0.0575779	0.0107634	-0.0552908	-0.28883	-0.0648528	-0.0680922	-0.0582944	-0.0536286	-0.447024	-0.056506	0.210652	-0.272228	-0.0524921	0.195205	-0.0542187	-0.0549702	-0.0934636	-0.271219	-0.108722	-0.0547472	-0.0555423	-0.0742528	-0.176369	-0.0566302	-0.0508043	-0.0484598	-0.831313	-0.0562147	-0.0559621	-0.0578396	-0.199565	-0.142812	-0.0770611	-0.0529261	-0.129058	-1.26771
-0.0556486	-0.0945912	-0.0575779	1	-0.0492102	-0.0413068	-0.29	-0.0640381	-0.0612413	-0.0542184	-0.0515704	-0.445732	-0.0554838	-0.0476431	-0.265737	-0.0531389	-0.0670586	-0.0528912	-0.0572691	-0.0877609	-0.269377	-0.226587	-0.0524218	-0.0562602	-0.0501962	-0.173598	-0.0544276	-0.0503578	-0.0521896	-0.828971	-0.0548944	-0.0540825	-0.0550738	-0.188242	-0.13385	-0.080255	-0.0538328	-0.13567	-1.27059
-0.0399661	-0.0758718	0.0107634	-0.0492102	1	-0.0412759	-0.263405	0.0821811	-0.0614855	-0.0452036	-0.0469695	-0.417709	-0.0438396	0.213584	-0.245305	-0.0409765	-0.00306837	-0.0333033	-0.0339622	-0.0928618	-0.245429	-0.0472823	-0.038198	-0.0389768	-0.0682289	-0.152867	-0.0388773	-0.0434222	-0.0312109	-0.786223	-0.0395632	-0.031102	-0.0411118	-0.16599	-0.115311	-0.0683462	0.0364842	-0.129146	-1.21421
-0.0456135	-0.0943114	-0.0552908	-0.0413068	-0.0412759	1	-0.28486	-0.0563655	-0.0606202	-0.0522989	-0.0435065	-0.435268	-0.0438455	-0.0405759	-0.260878	-0.0408114	-0.0654351	-0.0483127	-0.0486729	-0.0886254	-0.262227	-0.215482	-0.0443512	-0.0435377	-0.0581569	-0.165635	-0.0461996	-0.0479202	-0.0436924	-0.81452	-0.0465067	-0.0485308	-0.0430715	-0.178295	-0.129582	-0.0800839	-0.0435266	-0.128753	-1.25201
-0.280755	0.055543	-0.28883	-0.29	-0.263405	-0.28486	1	-0.29634	-0.293715	-0.291145	-0.279249	0.237017	-0.27317	-0.260435	0.0152171	-0.278008	-0.0934544	-0.264718	-0.260462	-0.320225	-0.0188151	-0.0111316	-0.273462	-0.273283	-0.312605	-0.0934615	-0.264234	-0.26263	-0.260162	-0.0454153	-0.263629	-0.265436	-0.279285	-0.0232534	-0.0998312	-0.320665	-0.264558	-0.384461	-0.291341
-0.0537706	-0.109221	-0.0648528	-0.0640381	0.0821811	-0.0563655	-0.29634	1	-0.0743186	-0.0646799	-0.0555605	-0.448497	-0.0600124	-0.0546822	-0.273673	-0.0614958	-0.0768122	-0.0545181	-0.0585064	-0.104356	-0.275047	-0.230837	-0.0493546	-0.0432392	-0.084968	-0.181443	-0.0593979	-0.0601603	-0.0523068	-0.820317	-0.0564414	-0.0385869	-0.0618378	-0.194273	-0.144907	-0.0465691	-0.0464493	-0.12738	-1.25838
-0.0576261	-0.0920266	-0.0680922	-0.0612413	-0.0614855	-0.0606202	-0.293715	-0.0743186	1	-0.0609672	-0.0610098	-0.446532	-0.0523513	-0.0617423	-0.269335	-0.0583081	-0.0740836	-0.0623207	-0.0575616	-0.0784259	-0.280067	-0.234943	-0.0494338	-0.0577004	-0.0722894	-0.180277	-0.0473746	-0.0654701	-0.0512404	-0.841589	-0.0560635	-0.0624681	-0.0646987	-0.184657	-0.13645	-0.0926712	-0.0605446	-0.138497	-1.28757
-0.0516352	-0.0941441	-0.0582944	-0.0542184	-0.0452036	-0.0522989	-0.291145	-0.0646799	-0.0609672	1	-0.0368677	-0.446207	-0.0427412	-0.0477886	-0.265218	-0.0376098	-0.0721823	-0.0414765	-0.0528118	-0.0910415	-0.271693	-0.224119	-0.0522185	-0.0469817	-0.0709343	-0.169123	-0.0509811	-0.0418848	-0.0472137	-0.822879	-0.0511429	-0.0524992	-0.0387362	-0.187653	-0.139762	-0.0794433	-0.0392756	-0.128224	-1.26084
