gene	coefficients	pval	DE
ENSG00000058453	-0.558973240274566	0.00013873223957754	-1
ENSG00000117122	0.139944022923742	0.607095640475984	0
ENSG00000159363	0.1321906177041	0.220386417955853	0
ENSG00000117118	0.2039150281611	0.0566711972536266	0
ENSG00000117115	-0.881797075288387	6.98330703515851e-05	-1
ENSG00000159339	-0.727003327183199	0.0455260957650601	0
ENSG00000074964	-0.148729037101051	0.0623990055044215	0
ENSG00000159423	-0.664903802288609	0.000188654267024839	-1
ENSG00000169991	-0.146344582847746	0.2280975411977	0
ENSG00000127481	-0.48005285157512	0.000108880892521003	-1
ENSG00000127463	-0.53428769166231	3.69386136960597e-13	-1
ENSG00000053372	0.559329778488689	1.577726688366e-06	1
ENSG00000162482	6.9688092381284	1.2070555642842e-20	1
ENSG00000053371	0.289164956275886	0.000428491308768303	1
ENSG00000040487	0.210043532841429	0.0337285731461356	0
ENSG00000077549	-0.552317216140572	3.19376976421719e-16	-1
ENSG00000173436	-0.165603863159798	0.0288059132953326	-1
ENSG00000158747	0.187124236567422	0.252193679408733	0
ENSG00000162542	-0.593986650383916	1.30214534487735e-11	-1
ENSG00000169914	-0.194366645725045	0.139912554443917	0
ENSG00000188257	-0.825244918565426	0.0738258084368835	0
ENSG00000127472	-1.67962006061524	4.78465186493919e-23	-1
ENSG00000162543	-0.500145760842402	0.0366255042471123	0
ENSG00000162545	-0.548789373981929	0.000419329090567597	-1
ENSG00000090432	-0.398138118518869	9.16751724513722e-08	-1
ENSG00000183114	-1.37702459530424	7.20716712686884e-08	-1
ENSG00000158825	-0.531422995002877	0.00855597803924145	-1
ENSG00000158828	0.178177832415571	0.0974339656161567	0
ENSG00000117242	0.0965057983327702	0.266515617693825	0
ENSG00000244038	0.341856124061009	5.0949076476481e-06	1
ENSG00000117245	0.110440747633745	0.502323175440969	0
ENSG00000189410	-0.107719159965471	0.806828371453591	0
ENSG00000127483	-0.398856804259567	2.32391259085881e-08	-1
ENSG00000075151	-0.196397670791657	0.0105982377677424	-1
ENSG00000117298	-0.593831318141913	2.37219586260864e-07	-1
ENSG00000142794	2.31272798308626	6.94014428818994e-17	1
ENSG00000162551	-1.68444462206305	1.03732614840355e-16	-1
ENSG00000076864	0.0297195179960268	0.865481249704968	0
ENSG00000090686	-0.323629732293427	1.81169129158012e-07	-1
ENSG00000187942	-0.803967347409101	5.2599636069479e-06	-1
ENSG00000142798	-0.722357201606868	2.87351181457928e-06	-1
ENSG00000218510	-1.28684767892781	1.1894493118155e-10	-1
ENSG00000070831	-0.250975699812748	0.00098400433170722	-1
ENSG00000184677	-0.285033994057805	0.0134249818851235	-1
ENSG00000173372	0.0172083217082779	0.952891626755147	0
ENSG00000159189	-0.69257955836292	0.02084478356068	-1
ENSG00000173369	-0.826805017476143	0.0092146769011873	-1
ENSG00000133216	-0.676516467484843	0.00189127962980072	-1
ENSG00000004487	-0.400426046825546	1.34161932510753e-14	-1
ENSG00000169641	-0.669448427225102	3.00310356813738e-05	-1
ENSG00000125944	0.213614922823877	0.00601408744639578	1
ENSG00000125945	0.448503282283574	4.76274206997388e-05	1
ENSG00000249087	1.06915289441806	7.86569250839644e-05	1
ENSG00000204219	-0.397137471446025	0.00673741928708161	-1
ENSG00000088280	-0.412671089431854	0.000113039108806821	-1
ENSG00000117318	-0.0358408169811355	0.794126738087743	0
ENSG00000142676	0.0722689895473758	0.541682314005437	0
ENSG00000011007	-0.0846519007863229	0.0785538689002506	0
ENSG00000057757	0.104646635091408	0.0563531953411475	0
ENSG00000011009	0.494170255533155	9.03230813067714e-09	1
ENSG00000117308	0.425760773744059	0.000164148287056987	1
ENSG00000117305	0.796507893990174	1.1951008270752e-11	1
ENSG00000179163	0.163999631046132	0.215117043327384	0
ENSG00000188529	0.175647324624236	0.0231076234807393	1
ENSG00000142661	-0.186974713763435	0.0860951201119571	0
ENSG00000185436	0.178160435141389	0.269390490627571	0
ENSG00000001460	-1.98729187310122	2.28751169256158e-21	-1
ENSG00000001461	0.532146707117604	2.19523206473901e-06	1
ENSG00000117602	0.562358967318655	1.2864726142411e-09	1
ENSG00000184454	1.57934044710162	2.01510296627884e-05	1
ENSG00000133226	-0.997313697382256	1.41584212566552e-08	-1
ENSG00000169504	-0.463532638473306	0.000469702903592614	-1
ENSG00000020633	1.26990623767925	1.79508547303497e-06	1
ENSG00000117614	0.284109269147123	0.000161916828642671	1
ENSG00000117616	-0.252547673068794	0.197446859048706	0
ENSG00000204178	-0.0073795698802952	0.904038612048612	0
ENSG00000157978	0.239659436258607	0.00831223823396893	1
ENSG00000117643	-0.276313154224581	0.0072224274295279	-1
ENSG00000162430	-0.866908897528152	2.84423028997228e-12	-1
ENSG00000117640	-0.126070102596334	0.0577898517718893	0
ENSG00000182749	-0.351323813472149	0.00139335588968965	-1
ENSG00000117632	0.793011981534837	1.30173796234175e-05	1
ENSG00000158006	0.0968674479053777	0.329752121866046	0
ENSG00000158008	2.57374058732125	8.8064719465352e-14	1
ENSG00000158014	-0.372222418921126	0.226438603742681	0
ENSG00000158022	0.0529501754982453	0.69781685828998	0
ENSG00000175087	0.206701533039151	0.0767777253094068	0
ENSG00000142675	-1.75456119630978	2.35831063636706e-11	-1
ENSG00000130695	-0.913945804634871	4.51588064658235e-05	-1
ENSG00000142669	-0.598651410835958	0.000628500655019504	-1
ENSG00000158062	-1.64528206450585	1.70991717018075e-20	-1
ENSG00000169442	1.58094398818105	7.35086670585506e-08	1
ENSG00000176083	2.75774854901613	1.27505462547745e-07	1
ENSG00000117682	-0.385445871906086	7.60363238448835e-06	-1
ENSG00000198830	1.27658929355364	1.66110465683221e-21	1
ENSG00000117676	1.88279859942684	2.85676701477431e-27	1
ENSG00000117713	-0.361399934053915	7.70133657384251e-06	-1
ENSG00000060642	-0.502482346255385	3.46634240043166e-06	-1
ENSG00000204160	0.758637752813407	9.18643315795418e-13	1
ENSG00000142751	-0.0612909911994586	0.408095799135839	0
ENSG00000198746	-0.081537058149451	0.272575428691946	0
ENSG00000090273	0.00151906402962965	0.982266744488377	0
ENSG00000131910	0.635200603990671	0.003380417562379	1
ENSG00000253368	0.40856719436963	0.000229597728789042	1
ENSG00000158246	-1.67932226920655	1.35550964622348e-11	-1
ENSG00000090020	-0.200873149052812	0.126608924690454	0
ENSG00000214973	3.65708620489711	5.33621368450446e-13	1
ENSG00000142784	-0.274036084497383	5.01431899782188e-06	-1
ENSG00000186501	0.251799593230696	0.000507721947201737	1
ENSG00000142765	0.530524418809812	0.0347809557516027	0
ENSG00000142733	-0.923150245204507	1.49697921322716e-05	-1
ENSG00000142748	-1.79107760987351	8.63554993099166e-07	-1
ENSG00000009780	-0.0544314973037774	0.49505063571513	0
ENSG00000117758	-0.0442618191656141	0.583550892720816	0
ENSG00000117751	0.0794055107142935	0.122504272551187	0
ENSG00000130775	-0.24459388797542	0.227728207438433	0
ENSG00000117748	0.310817359239193	0.000275768195813847	1
ENSG00000158156	0.682178457966232	1.47446741933281e-14	1
ENSG00000158161	0.272297855782767	0.0047451912071606	1
ENSG00000169403	-0.337018704756907	0.128914206313586	0
ENSG00000126698	0.340654927917915	1.25400851690819e-06	1
ENSG00000130770	0.757565533942634	9.50731075770333e-07	1
ENSG00000270605	0.0404381912117981	0.8639865257513	0
ENSG00000130766	0.122123913557771	0.482516563733157	0
ENSG00000130772	-0.59124413478872	3.2922297484216e-07	-1
ENSG00000204138	-0.344709524250987	4.41842526941153e-05	-1
ENSG00000180198	-0.48790273362366	0.000737097303092059	-1
ENSG00000242125	-0.462030908625644	0.0190566978257324	-1
ENSG00000180098	-0.0283425022460719	0.71868958580536	0
ENSG00000197989	0.243444722456528	0.131342134542153	0
ENSG00000120656	0.0772262454424597	0.240901339652748	0
ENSG00000198492	-0.097514001881946	0.384118467964398	0
ENSG00000159023	0.369874173969506	0.000371985015269281	1
ENSG00000253304	0.835255131112273	1.23932318332589e-06	1
ENSG00000116350	-0.26643341722184	0.000590775986553691	-1
ENSG00000116353	0.57317593447449	2.88922793690062e-07	1
ENSG00000060656	0.16096522085062	0.184291222668487	0
ENSG00000162511	-0.00277718881681599	0.989461008102679	0
ENSG00000162512	0.670590366464715	5.79028993265177e-08	1
ENSG00000134644	0.0721657350158882	0.247236084056993	0
ENSG00000060688	0.0234210958392538	0.647813387279811	0
ENSG00000121766	0.0811183634070911	0.435979808900879	0
ENSG00000121769	-1.25312475943813	9.521765598364e-21	-1
ENSG00000168528	0.651883543343071	0.000757812259938929	1
ENSG00000142910	0.455124364016203	0.000228180667091875	1
ENSG00000162517	0.381083540643409	2.51530955610593e-06	1
ENSG00000084636	0.531480872614128	0.00249470797088372	1
ENSG00000121753	-0.467178250860855	0.01057467267208	-1
ENSG00000184007	0.417565332993024	0.000247941066343373	1
ENSG00000121774	0.275603920645101	4.75570159785868e-05	1
ENSG00000121775	-0.0500966749032481	0.521328674077859	0
ENSG00000025800	-0.116722215979681	0.0639579278270442	0
ENSG00000084652	-0.11007676028741	0.273244035101252	0
ENSG00000160050	-0.516423962391616	0.0019850749918437	-1
ENSG00000160051	0.512833966456293	5.93072207289995e-06	1
ENSG00000160055	-0.0647011140001563	0.589032815641233	0
ENSG00000084623	0.00775484440383689	0.898402674443657	0
ENSG00000220785	-1.57575093610986	7.84646871231343e-10	-1
ENSG00000183615	-0.485037463793073	0.0519032556236812	0
ENSG00000182866	1.88818959165966	1.9028963732302e-07	1
ENSG00000116478	-1.30226577616966	1.48163382577912e-27	-1
ENSG00000175130	-0.447634374854844	0.0172852096287327	-1
ENSG00000225828	-0.844965166363589	0.000262217716063517	-1
ENSG00000160058	-0.0547274572248422	0.337438714083238	0
ENSG00000160062	0.311173913629676	0.00314648512230152	1
ENSG00000176261	0.534804872099145	6.28886941180586e-09	1
ENSG00000162521	-0.229448770825032	0.000468092270265427	-1
ENSG00000162520	-0.20607357932134	0.334716081780539	0
ENSG00000162522	0.0565720591370062	0.585642985871671	0
ENSG00000134684	-0.439172592810554	5.76680047308802e-05	-1
ENSG00000116497	-0.32011660880589	0.0001696814391177	-1
ENSG00000160097	0.781028399809255	5.38302168483901e-07	1
ENSG00000121900	0.225136624939343	0.17309980884879	0
ENSG00000116514	0.67164486097396	5.52382476979793e-07	1
ENSG00000004455	0.65989432105678	7.49220202564357e-14	1
ENSG00000142920	-0.697030747888759	0.00117660062966362	-1
ENSG00000160094	-0.411856073204529	2.6540056022128e-07	-1
ENSG00000225313	-1.72173789784877	2.40680168266685e-06	-1
ENSG00000134686	0.00442532902795456	0.960705048192854	0
ENSG00000121903	0.157412787894479	0.211595023913017	0
ENSG00000163866	0.211732096368834	0.00952504785292608	1
ENSG00000187513	0.0516891142796103	0.704433868428808	0
ENSG00000243749	-0.162714180175076	0.102209040093594	0
ENSG00000163867	-0.422690883251499	7.65293228760779e-13	-1
ENSG00000197056	0.369022408620403	0.000135062095980721	1
ENSG00000116560	-0.342852294009075	0.00356838206027552	-1
ENSG00000146463	0.0532476679249374	0.434468662011552	0
ENSG00000142687	-0.257701506475752	0.0654023701972034	0
ENSG00000020129	0.240006442501733	0.00232483700114855	1
ENSG00000126067	-0.127070703094935	0.0205729433281303	-1
ENSG00000142686	0.745212529328269	1.17683261818281e-19	1
ENSG00000134698	-0.245857911238594	0.000281529479157262	-1
ENSG00000092847	-0.1801125765338	0.0027439942796253	-1
ENSG00000126070	-0.338597068032803	0.00110801462859857	-1
ENSG00000116863	0.746306862399061	1.16079648465803e-19	1
ENSG00000171812	1.22272944429172	8.52945614898093e-08	1
ENSG00000054116	0.0867006173609695	0.0837165200339142	0
ENSG00000116871	-0.134789177124097	0.0460183966453281	0
ENSG00000054118	-0.032953522342364	0.653032263736337	0
ENSG00000142694	0.906205371301191	9.40691514109271e-07	1
ENSG00000116883	-2.96530111456864	2.13803384910172e-14	-1
ENSG00000196182	-0.0434587153673203	0.645100329954538	0
ENSG00000181817	0.0294881099488009	0.74309318824148	0
ENSG00000116885	-0.222528979914253	0.166482988189625	0
ENSG00000116898	0.492846890790064	1.86677991218498e-07	1
ENSG00000119535	-1.8811281919878	3.74171584196172e-09	-1
ENSG00000163873	-0.173625112940819	0.462162513403333	0
ENSG00000233621	1.06925013827808	9.11289511826252e-11	1
ENSG00000163874	0.414990075590096	0.0916162158116032	0
ENSG00000163875	0.291889410721712	4.61908274411009e-05	1
ENSG00000163877	-0.178317327297425	0.00273592735550016	-1
ENSG00000163879	-2.95345312606216	2.89888694567732e-25	-1
ENSG00000134697	-0.190435338843258	0.0104354189417922	-1
ENSG00000116922	-0.175929626354525	0.0562570745884829	0
ENSG00000134690	-0.287708860478095	0.255836915105591	0
ENSG00000196449	0.361563710438475	3.1291147292602e-05	1
ENSG00000197982	0.959998825693972	3.46744958691226e-13	1
ENSG00000188786	-0.117058967461662	0.109200520656181	0
ENSG00000204084	-0.39262096386476	0.000467896936425185	-1
ENSG00000183431	0.743843757415449	2.44372042095035e-17	1
ENSG00000183386	-0.321378418028023	0.037044926748451	0
ENSG00000183520	-0.847885999593628	6.9082246535346e-10	-1
ENSG00000116954	0.30695706601342	2.29272691483073e-05	1
ENSG00000228436	-1.54672392461421	3.18129310573672e-10	-1
ENSG00000174574	0.95496912623129	2.08634140651252e-05	1
ENSG00000168653	-0.385586743595681	0.000187213020098929	-1
ENSG00000127603	-0.227607084058402	0.00866717616120312	-1
ENSG00000182109	-0.802445700292725	0.00390099753426695	-1
ENSG00000090621	-0.248434604262337	0.001327105283809	-1
ENSG00000163909	-0.618733702047566	0.0028857325361031	-1
ENSG00000116981	2.09070091180129	1.89076379870485e-11	1
ENSG00000116983	0.376911115165765	0.225183071049344	0
ENSG00000084072	0.352094757746146	8.62533857225161e-07	1
ENSG00000116985	-1.30819884672134	2.07418767499035e-05	-1
ENSG00000043514	-0.308123832611376	0.000189232741137653	-1
ENSG00000116990	1.01577583809249	0.000159821203960445	1
ENSG00000168389	-0.514619729380096	0.0498431325983595	0
ENSG00000131236	-0.0638296163936571	0.560689004358348	0
ENSG00000131238	0.154217385656534	0.0629116377414051	0
ENSG00000117000	-0.0251239105113341	0.749728189732721	0
ENSG00000259943	-2.29734374195941	9.32303494181359e-21	-1
ENSG00000084073	0.201976742388815	0.0316627694804383	1
ENSG00000084070	-0.712641742666324	1.54949721308567e-06	-1
ENSG00000187815	1.10917749587447	6.17142473851188e-18	1
ENSG00000164002	-0.151893822650119	0.192748815774922	0
ENSG00000117010	0.431014791556662	0.000654781551968736	1
ENSG00000066136	0.144738235571739	0.0179850509438094	1
ENSG00000117013	-0.763374031707699	4.65375594459647e-05	-1
ENSG00000179862	-2.05918888025038	6.86153237719024e-17	-1
ENSG00000171793	0.31516147945676	0.0113725170666223	1
ENSG00000010803	-0.269373540669148	1.04807783783265e-05	-1
ENSG00000127129	1.02630412324078	0.0107837952777664	1
ENSG00000127124	-0.465113874717469	2.45423000544133e-06	-1
ENSG00000198815	0.00994324921438317	0.817654899603525	0
ENSG00000177181	0.0929554868786391	0.544904779972757	0
ENSG00000066185	0.5451389239393	0.0307063566342619	1
ENSG00000127125	0.537001588599948	1.62664856211917e-07	1
ENSG00000171960	0.599360231734962	5.77748388032899e-10	1
ENSG00000117385	-0.21027654358541	0.137986214974786	0
ENSG00000164008	0.275939813444108	0.00169386046085611	1
ENSG00000177868	0.904728139487898	8.35315441154578e-15	1
ENSG00000164010	-0.723212218962364	2.53077677713903e-07	-1
ENSG00000164011	0.112776882923759	0.263470945750752	0
ENSG00000225099	6.49661574211879	2.68615161221871e-22	1
ENSG00000117394	-0.838282856463207	8.85209559953608e-07	-1
ENSG00000117395	-0.114609449600918	0.177650490803747	0
ENSG00000066056	-0.0682218488204729	0.627699608929378	0
ENSG00000117399	-0.0191240319087268	0.94328106729866	0
ENSG00000066322	0.058313461781955	0.537999874947023	0
ENSG00000159479	-0.341708906572935	9.38774544381543e-06	-1
ENSG00000198198	-0.591319473034648	9.73132578695064e-06	-1
ENSG00000142949	0.269028108127739	0.116127109222583	0
ENSG00000066135	-0.2910768986764	0.000642191073556471	-1
ENSG00000126091	0.983462489169082	1.89298383605902e-21	1
ENSG00000117408	-0.350443379045759	1.30853206280351e-06	-1
ENSG00000132768	-0.491418074825436	4.64062758100999e-07	-1
ENSG00000117410	0.903556973607007	2.73886077372047e-13	1
ENSG00000117411	-0.360407183979685	2.08947036371786e-05	-1
ENSG00000159214	0.88509281122067	8.09965136352581e-08	1
ENSG00000196517	-0.869396537576938	0.000194869178904925	-1
ENSG00000178028	-0.187766815694566	0.00795638628355584	-1
ENSG00000117419	-0.366328585479516	9.7416534417619e-08	-1
ENSG00000187147	0.187227165339265	0.00750954784311103	1
ENSG00000126106	0.138119482001593	0.0879659017430466	0
ENSG00000198520	1.33962842557609	3.21778610936869e-10	1
ENSG00000142945	0.628307354730556	0.000798175027195447	1
ENSG00000142937	-0.862556012003283	5.26761909400731e-11	-1
ENSG00000173846	-0.0662967494373108	0.728024243194876	0
ENSG00000222009	-1.42645960848705	2.98764340879144e-07	-1
ENSG00000117425	0.426070209653867	0.0645156892476168	0
ENSG00000070785	-0.0509487333301228	0.572339330112664	0
ENSG00000126107	-0.299251099746254	0.00110095493110746	-1
ENSG00000126088	0.12283428535257	0.0972414182559061	0
ENSG00000162415	-0.0813882666360687	0.614140488831789	0
ENSG00000132781	0.203681241003632	0.0822131874236582	0
ENSG00000132773	0.162472619961773	0.0160909358099181	1
ENSG00000070759	0.177675628933829	0.133721655129162	0
ENSG00000132763	0.682964103113393	6.0350291558626e-05	1
ENSG00000117450	0.446750917557888	7.96274151888339e-08	1
ENSG00000117448	0.204464480997099	0.00666435522352874	1
ENSG00000132780	-1.0350798480006	3.84011941072366e-15	-1
ENSG00000159588	-1.45136752950894	2.48213435051154e-06	-1
ENSG00000159592	0.0414064004607813	0.40914458037235	0
ENSG00000159596	-0.197752275819519	0.01580583029188	-1
ENSG00000197429	0.69453405778686	3.03112422454471e-06	1
ENSG00000086015	-0.0886397535816883	0.363375134714701	0
ENSG00000117461	-0.548216321506009	4.7857702299165e-05	-1
ENSG00000117472	-0.10635589744666	0.554400063328764	0
ENSG00000085998	-0.195040283879114	0.000994537186911371	-1
ENSG00000132128	0.0518703651335652	0.340338872918292	0
ENSG00000173660	0.291913635279576	0.00385740020736886	1
ENSG00000117481	-0.390212912981181	3.67878457283768e-08	-1
ENSG00000117480	0.633485587769323	0.00027254288089795	1
ENSG00000079277	-0.713893250604918	1.91826365439272e-12	-1
ENSG00000142961	-0.269968878915568	0.0178898175475597	-1
ENSG00000123472	0.501505164765343	3.17328567792726e-06	1
ENSG00000159658	0.26397801019564	3.81896678309474e-05	1
ENSG00000142973	-5.84465539681068	2.08069766061151e-12	-1
ENSG00000186377	-1.46810785352528	1.36430301069499e-10	-1
ENSG00000162367	-0.597698803026757	0.00112396408956285	-1
ENSG00000226252	-0.771802643348787	0.038429625532971	0
ENSG00000162368	0.530630953913074	8.79408284913969e-09	1
ENSG00000269113	-1.11149484169601	5.41818591124503e-06	-1
ENSG00000132122	0.133805088229241	0.20928957989492	0
ENSG00000162373	0.3878350253697	0.00617838938534407	1
ENSG00000185104	-0.204072273704238	0.00317614504477196	-1
ENSG00000123080	0.571002340444022	1.86403005148166e-08	1
ENSG00000123091	0.638268640760622	1.94311966865179e-11	1
ENSG00000085831	0.841098504044064	7.36681689224685e-08	1
ENSG00000085832	0.232283855275464	0.000131627624200374	1
ENSG00000117859	0.0226907182085379	0.779184456284398	0
ENSG00000232846	8.22224679851672	7.57594674748272e-31	1
ENSG00000078618	-0.0285698810454384	0.587454497534036	0
ENSG00000117862	0.00993291109256811	0.890799018952769	0
ENSG00000198841	0.797500825289517	1.99425905526954e-14	1
ENSG00000134717	0.547607002087363	2.00141979539571e-09	1
